,Date Time,Name,Training Time,Dataset Size,Train Set,Seed,Frame Size,Hop Length,Accuracy,Precision,Recall,F1,Epochs,Hidden Dimensions,Hidden Layers,Dropout,Learning Rate,Gamma
98,22/04/2023 13:18:28,dsc_dataset-no_guide_exaggerated_accuracy,14.557728052139282,3241,0.8,4052,512,16,0.9642369747161864,0.9650551080703736,0.9642369747161864,0.9641661047935486,2,7,3,0.1,5e-06,0.9
99,22/04/2023 13:30:48,dsc_dataset-separation_test_accuracy,5.858567714691162,1081,0.8,4052,512,16,1.0,1.0,1.0,1.0,3,7,3,0.1,5e-06,0.9
100,22/04/2023 13:33:56,dsc_dataset-separation_test_accuracy,3.903288841247559,1081,0.8,4052,512,16,0.75,0.625,0.75,0.6666666865348816,4,7,1,0.1,5e-07,0.9
101,22/04/2023 13:34:48,dsc_dataset-separation_test_accuracy,5.525329828262329,1081,0.8,4052,256,16,1.0,1.0,1.0,1.0,6,7,1,0.1,5e-07,0.9
102,22/04/2023 13:35:00,dsc_dataset-separation_test_accuracy,5.499280691146851,1081,0.8,4052,256,16,1.0,1.0,1.0,1.0,5,7,1,0.1,5e-07,0.9
103,22/04/2023 13:35:28,dsc_dataset-separation_test_accuracy,10.633541107177734,1081,0.8,4052,256,16,1.0,1.0,1.0,1.0,4,7,5,0.1,5e-07,0.9
104,22/04/2023 13:35:52,dsc_dataset-separation_test_accuracy,4.625935792922974,1081,0.8,4052,256,16,1.0,1.0,1.0,1.0,2,7,5,0.1,5e-07,0.9
105,22/04/2023 13:35:59,dsc_dataset-separation_test_accuracy,4.623476266860962,1081,0.8,4052,256,16,0.9852941036224364,0.9861111044883728,0.9852941036224364,0.9852814078330994,2,7,5,0.1,5e-07,0.9
106,22/04/2023 13:37:53,dsc_dataset-separation_test_accuracy,3.551656007766724,1081,0.8,4052,256,16,0.7389705777168274,0.6035808324813843,0.7389705777168274,0.6517518162727356,2,7,3,0.5,5e-08,0.9
107,22/04/2023 13:46:41,dsc_dataset-separation_test_accuracy,3.5406482219696045,1081,0.8,4052,256,16,0.7463235259056091,0.625,0.7463235259056091,0.664814829826355,2,7,3,0.5,5e-08,0.9
108,22/04/2023 13:47:10,dsc_dataset-separation_test_accuracy,4.6014084815979,1081,0.8,4052,256,16,1.0,1.0,1.0,1.0,3,8,3,0.1,5e-08,0.9
109,22/04/2023 13:48:06,dsc_dataset-separation_test_accuracy,3.453264713287353,1081,0.8,4052,256,16,1.0,1.0,1.0,1.0,2,8,3,0.1,5e-08,0.9
110,22/04/2023 13:48:12,dsc_dataset-separation_test_accuracy,3.539524793624878,1081,0.8,4052,256,16,0.7536764740943909,0.8759258985519409,0.7536764740943909,0.6747340559959412,2,8,3,0.1,5e-08,0.9
111,22/04/2023 13:48:17,dsc_dataset-separation_test_accuracy,3.473221063613892,1081,0.8,4052,256,16,1.0,1.0,1.0,1.0,2,8,3,0.1,5e-08,0.9
112,22/04/2023 13:48:23,dsc_dataset-separation_test_accuracy,3.4622879028320312,1081,0.8,4052,256,16,0.75,0.625,0.75,0.6666666865348816,2,8,3,0.1,5e-08,0.9
113,22/04/2023 13:48:29,dsc_dataset-separation_test_accuracy,3.4402048587799072,1081,0.8,4052,256,16,0.9779411554336548,0.9784679412841796,0.9779411554336548,0.977878212928772,2,8,3,0.1,5e-08,0.9
114,22/04/2023 13:50:38,dsc_dataset-separation_test_accuracy,3.493386030197144,1081,0.8,4052,256,16,1.0,1.0,1.0,1.0,2,8,3,0.1,5e-08,0.9
115,22/04/2023 13:50:43,dsc_dataset-separation_test_accuracy,3.4851982593536377,1081,0.8,4052,256,16,0.5477941036224365,0.5890052318572998,0.5477941036224365,0.4615210592746734,2,8,3,0.1,5e-08,0.9
116,22/04/2023 13:56:53,dsc_dataset-separation_test_accuracy,3.1668450832366943,946,0.7,4052,256,16,1.0,1.0,1.0,1.0,2,8,3,0.1,5e-08,0.9
117,22/04/2023 13:57:17,dsc_dataset-separation_test_accuracy,3.922220230102539,1216,0.9,4052,256,16,1.0,1.0,1.0,1.0,2,8,3,0.1,5e-08,0.9
118,22/04/2023 14:12:02,dsc_dataset-separation_test_accuracy,3.866235256195069,1216,0.9,4052,256,16,1.0,1.0,1.0,1.0,2,8,3,0.1,5e-08,0.9
119,22/04/2023 14:12:24,dsc_dataset-separation_test_accuracy,3.913466930389404,1216,0.9,4052,256,16,1.0,1.0,1.0,1.0,2,8,3,0.1,5e-08,0.9
120,22/04/2023 20:01:21,dsc_dataset-separation_test_accuracy,3.8843703269958496,1216,0.9,4052,256,16,1.0,1.0,1.0,1.0,2,8,3,0.1,5e-08,0.9
121,22/04/2023 20:03:17,dsc_dataset-separation_test_accuracy,3.854780197143554,1216,0.9,4052,256,16,0.5,0.3333333432674408,0.5,0.375,1,8,3,0.1,5e-08,0.9
122,22/04/2023 20:05:10,dsc_dataset-separation_test_accuracy,3.8757731914520255,1216,0.9,4052,256,16,1.0,1.0,1.0,1.0,2,8,3,0.1,5e-08,0.9
