,Left Stick X Mean,Left Stick X RMS,LeftStickY Mean,LeftStickY RMS,Right Stick X Mean,Right Stick X RMS,Right Stick Y Mean,Right Stick Y RMS,Button South Mean,Button South RMS,Button West Mean,Button West RMS,L1 Mean,L1 RMS,R1 Mean,R1 RMS,R2 Mean,R2 RMS,Gyroscope X Mean,Gyroscope X RMS,Gyroscope Y Mean,Gyroscope Y RMS,Gyroscope Z Mean,Gyroscope Z RMS,Accelerometer X Mean,Accelerometer X RMS,Accelerometer Y Mean,Accelerometer Y RMS,Accelerometer Z Mean,Accelerometer Z RMS
0,0.06100097075781252,0.49723473,-0.43867035527343745,0.5473588,0.043332994685937494,0.24544868,0.2072235518515625,0.41029736,0.16796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58203125,0.5484353,-0.003816619719921876,0.046015184,-5.418664453125003e-06,0.011062269,-0.00039085997656250026,0.012960744,-0.05579805284335937,0.07869654,-1.0096101648437499,0.7200123,-0.044715407617187494,0.09389981
1,0.11258541032812502,0.4973798,-0.339319655390625,0.6017488,0.036676501092187494,0.24563558,0.16711051630468748,0.41237414,0.16796875,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.5703125,0.57960117,-0.0028915601886718755,0.04668269,0.0002974995972656252,0.011125656,-9.402575000000022e-05,0.013058974,-0.05517005734726562,0.08047641,-1.0083732542968749,0.7644251,-0.04806280391171875,0.099791735
2,0.135523937515625,0.49743626,-0.32861460890625,0.65161467,0.023464961015624994,0.24563558,0.17246956358984378,0.41237414,0.16796875,0.293151,0.0,0.0,0.0,0.0,0.0,0.0,0.55859375,0.6155536,-0.0031546718957031253,0.047215912,-0.0006623069652343749,0.011238471,-0.0010137910351562503,0.013102005,-0.05516338139414062,0.08168928,-1.00897264609375,0.803619,-0.049642565942968744,0.10413288
3,0.1927493618671875,0.508704,-0.368258866328125,0.69556487,0.029296395781249998,0.24563558,0.16489990859375003,0.4123741,0.16796875,0.3365728,0.02734375,0.0,0.0,0.0,0.0,0.0,0.5234375,0.6434769,-0.0017728325207031254,0.048877247,-0.0013523961058593752,0.011414531,-0.00069803810546875,0.014667036,-0.05269574946445312,0.08375142,-1.00978517578125,0.84226805,-0.0520267517125,0.109536454
4,0.19197033217968756,0.53011787,-0.34886296125000005,0.73240614,0.012881346874999991,0.24563558,0.13864066996093752,0.41237414,0.16796875,0.375,0.0390625,0.0,0.0,0.0,0.0,0.0,0.484375,0.6643841,-0.0013525375207031247,0.049754865,-0.0013958388050781252,0.011780596,-0.0005613226445312499,0.016523594,-0.051233290159765625,0.08868237,-1.008391852734375,0.8800152,-0.05194950379062499,0.113086745
5,0.1921334310078125,0.5769124,-0.3170279903515625,0.74774146,-0.022558710195312498,0.24563558,0.18349132730468748,0.41237414,0.16796875,0.4098399,0.0390625,0.0,0.0,0.0,0.0,0.0,0.49609375,0.6875,0.0002566616199218747,0.051232602,-0.0015967791777343752,0.0119308205,-0.00043557012890625,0.017355498,-0.05043554211289063,0.09397838,-1.008388034375,0.9160541,-0.0490632087984375,0.117812976
6,0.14348385120312498,0.6178551,-0.24523396656250004,0.7701774,-0.03885654875000002,0.24881533,0.25079897335937495,0.41681233,0.16796875,0.4098399,0.0390625,0.0,0.0,0.0,0.0,0.0,0.4921875,0.7153452,0.001413166776171875,0.052125137,-0.0016816277128906252,0.012400029,-0.00039245033203124985,0.020257331,-0.04815006187460937,0.09874342,-1.0072750953125,0.9501549,-0.0466151267515625,0.12188688
7,0.07361413210156253,0.65672255,-0.16131283257812506,0.79212314,-0.085738760859375,0.26538625,0.2389458477734375,0.45671183,0.16796875,0.4098399,0.0390625,0.0,0.0,0.0,0.0,0.0,0.48828125,0.7421464,0.0008559880261718752,0.052650414,-0.00143202008984375,0.012792753,4.728971875000003e-05,0.020395959,-0.05011749164492188,0.101232104,-1.00776051328125,0.9840518,-0.04192734068125,0.12467568
8,0.09683106561718752,0.6924056,-0.04548767789062494,0.81459624,-0.0654648180859375,0.2838407,0.2064543981640625,0.5162315,0.16796875,0.4098399,0.0390625,0.0,0.0,0.0,0.0,0.0,0.484375,0.7629097,0.0011442346277343752,0.053199824,-7.418150390625017e-05,0.012933625,0.00197550414453125,0.020583384,-0.04958248100039062,0.10386108,-1.007293694921875,1.0173119,-0.039444926228125,0.12739931
9,0.06551308741406253,0.7233233,0.05999927218750002,0.7922685,-0.072675313125,0.28257054,0.21168057132421875,0.47985306,0.1328125,0.4098399,0.0390625,0.0,0.0,0.0,0.0,0.0,0.48046875,0.7551904,-0.0001724145519531252,0.05358904,-0.0002524499453125,0.013495933,0.0011223894835937498,0.021969564,-0.050869941638671874,0.104008354,-1.0062203375,1.0159467,-0.0369858768453125,0.12740614
