,Left Stick X,Left Stick Y,Right Stick X,Right Stick Y,Button South,Button West,L1,R1,R2,Gyroscope X,Gyroscope Y,Gyroscope Z,Accelerometer X,Accelerometer Y,Accelerometer Z
50,0.2006854,-1.0,-0.4932755,0.9194655,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02954102,-0.8936768,-0.434082
51,0.2006854,-1.0,-0.483402,0.8921323,0.0,0.0,0.0,0.0,1.0,0.15293,-0.006247139,-0.04822791,0.05065918,-0.9414063,-0.3521729
52,0.1927661,-1.0,-0.4792256,0.8298785,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09375,-1.009644,-0.3830566
53,0.1848525,-1.0,-0.4740131,0.7591918,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1311035,-1.065552,-0.3968506
54,0.1690417,-1.0,-0.4368884,0.6086566,0.0,0.0,0.0,0.0,1.0,0.2434084,0.001499435,0.09446443,0.04248047,-1.065308,-0.2694092
55,0.1690417,-1.0,-0.4128626,0.5297795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06750488,-1.096558,-0.2563477
56,0.1611441,-1.0,-0.3799525,0.4509717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06604004,-1.055054,-0.2269287
57,0.1532514,-1.0,-0.3029333,0.2964186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0489502,-1.126587,-0.2681885
58,0.1532514,-1.0,-0.2677235,0.2307961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03857422,-0.8447266,-0.2125244
59,0.1453634,-1.0,-0.1744578,0.1238903,0.0,0.0,0.0,0.0,0.0,0.1506203,0.03044697,0.1319369,-0.02978516,-0.8417969,-0.1531982
60,0.1453634,-1.0,-0.1249879,0.0826191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07409668,-0.8641357,-0.1434326
61,0.1453634,-1.0,-0.08713468,0.05638127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08300781,-0.9106445,-0.151001
62,0.1453634,-1.0,-0.0172296,0.009778961,0.0,0.0,0.0,0.0,0.0,0.09121566,0.05347987,0.124703,-0.07617188,-0.9633789,-0.1975098
63,0.1453634,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05883789,-0.9470215,-0.159668
64,0.1453634,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04589844,-0.9508057,-0.1228027
65,0.1453634,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1192627,-1.02771,-0.1322021
66,0.1453634,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1663818,-1.0979,-0.08483887
67,0.1690417,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06412317,0.04290255,0.09387816,-0.09436035,-1.107544,-0.1854248
68,0.1848525,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04919434,-1.032104,-0.2541504
69,0.2086106,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04992676,-1.025757,-0.2293701
70,0.2483314,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.177933,0.02024238,0.05347987,-0.1270752,-1.019775,-0.1623535
71,0.2562958,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.1413574,-0.9404297,-0.2232666
72,0.2642672,-1.0,-0.02054352,0.02815223,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.1191406,-0.8837891,-0.269043
73,0.2882255,-1.0,-0.07785513,0.1097957,0.0,0.0,0.0,0.0,1.0,-0.2046563,0.003248512,-0.05897299,-0.1444092,-0.7073975,-0.1732178
74,0.2962267,-1.0,-0.105041,0.1470574,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.2132568,-0.713623,-0.3061523
75,0.3042357,-1.0,-0.1342279,0.1921302,0.0,0.0,0.0,0.0,1.0,-0.1604265,0.007246681,-0.1009538,-0.1445313,-0.8187256,-0.2927246
76,0.3042357,-1.0,-0.204483,0.2777306,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02368164,-0.8925781,-0.4500732
77,0.3042357,-1.0,-0.2204813,0.2887994,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0078125,-0.9056396,-0.4302979
78,0.3042357,-1.0,-0.2278321,0.2902519,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.05322266,-0.9630127,-0.4193115
79,0.3042357,-1.0,-0.2278321,0.2902519,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.04040527,-1.02002,-0.4061279
80,0.3042357,-1.0,-0.2278321,0.2902519,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.03234863,-1.058105,-0.3431396
81,0.3042357,-1.0,-0.2278321,0.2902519,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0255127,-1.005127,-0.3404541
82,0.3042357,-1.0,-0.2278321,0.2902519,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05566406,-0.9681396,-0.3631592
83,0.3042357,-1.0,-0.214436,0.2567191,0.0,0.0,0.0,0.0,1.0,-0.04659721,-0.000922717,-0.07266396,0.06604004,-0.9454346,-0.3912354
84,0.3042357,-1.0,-0.1966343,0.2377221,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06848145,-0.9433594,-0.4060059
85,0.3042357,-1.0,-0.1771529,0.2108964,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0748291,-0.9169922,-0.4295654
86,0.3042357,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.001999084,0.02323936,-0.04048146,-0.006591797,-0.8817139,-0.3331299
87,0.2962267,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02319336,-0.9047852,-0.3260498
88,0.2802319,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01123047,-0.8791504,-0.3583984
89,0.2562958,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04546806,0.0509642,-0.0152393,-0.0135498,-0.9489746,-0.2928467
90,0.2403741,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.02612305,-0.9781494,-0.2596436
91,0.2165419,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.04846191,-1.011353,-0.2264404
92,0.1927661,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01314756,0.06781371,0.00207593,-0.07824707,-0.9888916,-0.2370605
93,0.1769445,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.08532715,-0.9984131,-0.2459717
94,0.1690417,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.09008789,-1.001587,-0.2575684
95,0.1453634,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.06628418,-0.9399414,-0.2703857
96,0.1296006,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0769043,-0.8930664,-0.3192139
97,0.1059862,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.06447572,0.05997742,-0.05672864,-0.02062988,-0.8873291,-0.4165039
98,0.09026043,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0007324219,-0.8815918,-0.4837646
99,0.06669273,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.02294922,-0.8830566,-0.5574951
100,0.01960851,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.05697275,-0.003690542,-0.08649708,-0.07385254,-0.9105225,-0.6256104
101,0.003921574,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.01623535,-0.9089355,-0.6181641
102,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06066895,-0.9084473,-0.588623
103,-0.04314433,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09899902,-0.9228516,-0.439209
104,-0.05884144,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05114746,-0.779541,-0.3675537
105,-0.07454614,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06164551,-0.6368408,-0.3015137
106,-0.09026043,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1774902,-0.9433594,-0.4472656
107,-0.09026043,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1020508,-0.9298096,-0.5355225
108,-0.09812176,-1.0,-0.003460207,0.0,0.0,0.0,0.0,0.0,1.0,0.03852003,-0.04451717,0.01545415,0.04150391,-1.088013,-0.5206299
109,-0.09812176,-1.0,-0.01268743,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04919434,-1.119507,-0.4023438
110,-0.1059862,-1.0,-0.01268743,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02575684,-1.095825,-0.3031006
111,-0.1296006,-1.0,-0.01268743,0.0,0.0,0.0,0.0,0.0,1.0,0.1237034,-0.008746706,0.1057102,0.01794434,-1.096924,-0.2718506
112,-0.1374799,-1.0,-0.01273989,-0.0003107291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01623535,-1.104126,-0.2713623
113,-0.1532514,-1.0,-0.01315794,-0.0009627763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,-1.06958,-0.2902832
114,-0.1848525,-1.0,-0.004892851,-0.0006272887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02880859,-1.125244,-0.3165283
115,-0.1927661,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02111816,-1.14563,-0.2606201
116,-0.2165419,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0277373,0.01049519,0.09595605,-0.02832031,-0.932251,-0.30896
117,-0.2324234,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006591797,-0.8997803,-0.2896729
118,-0.2403741,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02880859,-0.8897705,-0.2791748
119,-0.2722459,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04614258,-0.9440918,-0.2928467
120,-0.2802319,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0480957,-0.9127197,-0.3215332
121,-0.2962267,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06335449,-0.8918457,-0.3444824
122,-0.3283107,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09155273,-0.9348145,-0.3292236
123,-0.3444016,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06237793,-0.9647217,-0.3348389
124,-0.3928797,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.082962,0.01324393,-0.06547002,-0.02880859,-0.956543,-0.317749
125,-0.423984,-0.9866543,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.03552246,-0.932373,-0.3104248
126,-0.4560802,-0.9795809,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.02954102,-0.9282227,-0.3183594
127,-0.5195622,-0.9479036,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.09204102,0.01545551,-0.08350589,-0.03796387,-0.8950195,-0.2575684
128,-0.542619,-0.9228483,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.08007813,-0.8997803,-0.1501465
129,-0.5662758,-0.9068332,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.1182861,-1.027588,-0.2064209
130,-0.6054335,-0.8745151,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04187012,-1.026245,-0.2843018
131,-0.6292626,-0.858805,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06774902,-1.049316,-0.3709717
132,-0.6531755,-0.8431901,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.07571533,0.04048146,0.00449794,0.05566406,-1.047485,-0.4140625
133,-0.6531755,-0.8431901,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.015625,-1.043823,-0.3880615
134,-0.6525387,-0.8344585,-0.004892851,-0.0006272887,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0324707,-1.055542,-0.3277588
135,-0.6609539,-0.8350974,-0.0230957,-0.002685547,1.0,0.0,0.0,0.0,1.0,-0.09521415,0.06172676,0.05997742,-0.01208496,-1.041016,-0.3035889
136,-0.6609539,-0.8350974,-0.03222121,-0.003580134,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05895996,-1.028076,-0.3730469
137,-0.6603131,-0.8263798,-0.05050793,-0.005153871,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07751465,-1.014404,-0.4262695
138,-0.6603131,-0.8263798,-0.06883083,-0.006493475,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02770996,-0.9938965,-0.4377441
139,-0.6603131,-0.8263798,-0.0780027,-0.007091154,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.001098633,-0.9492188,-0.4281006
140,-0.6603131,-0.8263798,-0.08718024,-0.00764739,1.0,0.0,0.0,0.0,1.0,-0.1131982,0.02323936,0.06846865,-0.005004883,-0.9168701,-0.3808594
141,-0.6609539,-0.8350974,-0.09575775,-0.001623013,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05358887,-0.9375,-0.4099121
142,-0.6603131,-0.8263798,-0.1051727,0.005172426,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.102417,-0.9521484,-0.4484863
143,-0.6603131,-0.8263798,-0.1250818,0.01731901,1.0,0.0,0.0,0.0,1.0,-0.1794325,-0.01224539,0.04923147,0.1035156,-0.9350586,-0.447876
144,-0.6525387,-0.8344585,-0.1349726,0.02215969,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1187744,-0.895874,-0.4810791
145,-0.6357424,-0.8331779,-0.1349726,0.02215969,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07617188,-0.8034668,-0.4884033
146,-0.6035641,-0.8481457,-0.1524967,0.01933056,0.0,0.0,0.0,0.0,1.0,-0.1789913,-0.01983666,0.003921201,0.05554199,-0.8875732,-0.4240723
147,-0.5958595,-0.8563014,-0.1607354,0.01100928,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03625488,-0.9482422,-0.4162598
148,-0.5881603,-0.8644772,-0.160323,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.008666992,-0.8444824,-0.4370117
149,-0.5727757,-0.8808895,-0.1911022,-0.03628522,0.0,0.0,0.0,0.0,1.0,-0.163675,0.01199451,-0.007746452,0.04223633,-0.7849121,-0.4899902
150,-0.5650892,-0.8891264,-0.2176134,-0.08127728,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06140137,-0.8112793,-0.4831543
151,-0.5574057,-0.8973836,-0.2560216,-0.1409557,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05053711,-0.8286133,-0.4523926
152,-0.550306,-0.9145374,-0.3268249,-0.3004148,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0291748,-0.8375244,-0.4031982
153,-0.5420455,-0.9139598,-0.3551669,-0.3827527,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02124023,-0.8563232,-0.3984375
154,-0.5343676,-0.9222788,-0.3910239,-0.477121,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.007324219,-0.8726807,-0.3986816
155,-0.5266904,-0.9306184,-0.4336514,-0.6599043,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01513672,-0.9006348,-0.4005127
156,-0.5184586,-0.9300593,-0.448999,-0.7483317,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02124023,-0.8914795,-0.4125977
157,-0.5031205,-0.9468173,-0.4589434,-0.8904287,0.0,0.0,0.0,0.0,1.0,-0.07071761,0.02498856,0.02223982,0.008422852,-0.8536377,-0.427124
158,-0.4954499,-0.9552274,-0.4627222,-0.9531286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.002685547,-0.8327637,-0.4425049
159,-0.4714067,-0.9626203,-0.4642477,-0.9800786,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.004394531,-0.8319092,-0.4083252
160,-0.423984,-0.9866543,-0.4244535,-0.9956806,0.0,0.0,0.0,0.0,1.0,-0.07746452,0.04647871,0.01674233,-0.03833008,-0.78479,-0.463501
161,-0.3924417,-1.0,-0.4005468,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.05383301,-0.7609863,-0.449585
162,-0.3605264,-1.0,-0.3766855,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.04125977,-0.776123,-0.4576416
163,-0.2882255,-1.0,-0.3202776,-1.0,0.0,0.0,0.0,0.0,1.0,-0.06647497,0.04823184,-0.02898908,-0.02124023,-0.8225098,-0.4344482
164,-0.2403741,-1.0,-0.2882255,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.01074219,-0.8393555,-0.4160156
165,-0.2086106,-1.0,-0.2642672,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.002929688,-0.8624268,-0.4049072
166,-0.1374799,-1.0,-0.1690417,-1.0,0.0,0.0,0.0,0.0,1.0,-0.08221234,0.02698764,-0.09220777,0.01049805,-0.9301758,-0.3891602
167,-0.1059862,-1.0,-0.113854,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02233887,-0.9771729,-0.3820801
168,-0.07454614,-1.0,-0.06669273,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02661133,-1.010986,-0.3762207
169,-0.01176485,-1.0,0.04314433,-1.0,0.0,0.0,0.0,0.0,1.0,-0.08858082,0.01014989,-0.09527052,0.03015137,-0.9937744,-0.3703613
170,0.07454614,-1.0,0.1611441,-1.0,0.0,0.0,0.0,0.0,1.0,-0.1104954,0.007843095,-0.08835015,0.01098633,-0.9602051,-0.3908691
171,0.1059862,-1.0,0.2006854,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.005737305,-0.963501,-0.3937988
172,0.1374799,-1.0,0.2403741,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.002441406,-0.9638672,-0.4122314
