,Left Stick X Mean,Left Stick X RMS,Left Stick Y Mean,Left Stick Y RMS,Right Stick X Mean,Right Stick X RMS,Right Stick Y Mean,Right Stick Y RMS,Button South Mean,Button South RMS,Button West Mean,Button West RMS,L1 Mean,L1 RMS,R1 Mean,R1 RMS,R2 Mean,R2 RMS,Gyroscope X Mean,Gyroscope X RMS,Gyroscope Y Mean,Gyroscope Y RMS,Gyroscope Z Mean,Gyroscope Z RMS,Accelerometer X Mean,Accelerometer X RMS,Accelerometer Y Mean,Accelerometer Y RMS,Accelerometer Z Mean,Accelerometer Z RMS
238,-0.39967151413867197,0.6477774,0.25249271330078127,0.53237927,0.11486515812890624,0.27975836,0.0309343817578125,0.25786328,0.025390625,0.15934436,0.0,0.0,0.0,0.0,0.0,0.0,0.56640625,0.75259966,5.690349570312505e-05,0.017999126,-0.0008394639169921876,0.024418153,-0.0009191910693359374,0.017279942,0.05606579793671875,0.071360216,-0.9287266791015626,0.9392258,-0.397101166015625,0.40290695
239,-0.4051879746855469,0.66248155,0.26280557248046876,0.5327791,0.11486515812890624,0.27975836,0.030934381757812504,0.25786328,0.025390625,0.15934436,0.0,0.0,0.0,0.0,0.0,0.0,0.5703125,0.7551904,-0.0003921411527343749,0.017919071,-0.00042429545566406235,0.024979474,-0.0006485329306640626,0.017877085,0.056879282133984375,0.07274666,-0.928419116796875,0.93821555,-0.3985993880859375,0.40457755
240,-0.40781371706835945,0.6849886,0.28941815998046877,0.53952557,0.11474745146484375,0.27975836,0.029943934609375,0.25786328,0.025390625,0.15934436,0.0,0.0,0.0,0.0,0.0,0.0,0.564453125,0.76034534,-0.0005116836693359375,0.017824275,-3.460136484374982e-05,0.02474869,-0.0002429531015624998,0.017871898,0.056628227637890625,0.074424945,-0.929238559765625,0.93723124,-0.39664340234374995,0.40601477
241,-0.3945190824980469,0.69921523,0.2982791047734375,0.55849475,0.09813509923828125,0.2797415,0.010622018574218753,0.24276756,0.025390625,0.15934436,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.7551904,-0.0004731221458984373,0.018310191,0.0001381758421875,0.024888616,-0.0001648611875000001,0.017906643,0.05707907724921874,0.074668705,-0.9281709205078126,0.93738335,-0.398713591015625,0.4056626
242,-0.3710575102734375,0.7051483,0.2879708933867188,0.5855802,0.0704191448046875,0.27974147,0.010196244128906252,0.24276756,0.025390625,0.15934436,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.7564824,-0.0002694657318359373,0.01834095,0.0001752146507812502,0.02503661,0.0004641802773437502,0.017835502,0.05907559441074219,0.076015584,-0.92716932578125,0.9369904,-0.4015333677734375,0.4062113
243,-0.3418753481640625,0.7128711,0.2990993906523437,0.6067022,0.0391691448046875,0.27974147,0.015055869929687502,0.24276756,0.025390625,0.15934436,0.0,0.0,0.0,0.0,0.0,0.0,0.568359375,0.7577722,-0.0005289948236328122,0.018073695,0.00018727006093749985,0.02427322,0.0005040003539062503,0.01768618,0.05960011522792969,0.075138636,-0.9263262771484374,0.9355641,-0.4023470908203125,0.40670884
244,-0.3198869665234375,0.71408135,0.32357514416796873,0.6270412,0.007919144804687507,0.30723196,0.020561384363281247,0.24670377,0.025390625,0.15934436,0.0,0.0,0.0,0.0,0.0,0.0,0.55859375,0.74477345,-0.0005101905912109375,0.018538155,5.4146613671875394e-05,0.024688382,0.00041881225039062486,0.017780626,0.05951666864667969,0.07479902,-0.9267611496093751,0.93533844,-0.40226698222656254,0.40641174
245,-0.3203529962109375,0.71408135,0.35253233928515626,0.62704664,-0.023330855195312493,0.35445827,0.028013865222656253,0.25699225,0.025390625,0.15934436,0.0,0.0,0.0,0.0,0.0,0.0,0.548828125,0.74477345,-0.00040503474941406235,0.018730065,-0.00022323368886718712,0.024126606,4.850908632812495e-05,0.018039875,0.05939459853925781,0.07466536,-0.9260013072265625,0.93425095,-0.403512242578125,0.40513366
246,-0.347741805,0.7108264,0.33574067561328125,0.62702113,-0.0545808551953125,0.39603207,0.03635038709765625,0.2643216,0.025390625,0.15934436,0.0,0.0,0.0,0.0,0.0,0.0,0.54296875,0.74082935,-0.0003727108548828124,0.018645993,-0.0006700905443359378,0.023577942,-0.00028134012460937483,0.017980084,0.060193062269726566,0.07466671,-0.9247894257812501,0.9346671,-0.4060685669921875,0.40549976
247,-0.3768421358593751,0.68849415,0.3156659541289063,0.6267555,-0.08476161789062502,0.38013437,0.04984380565234375,0.26537588,0.025390625,0.15934436,0.0,0.0,0.0,0.0,0.0,0.0,0.55078125,0.73420876,-0.00037564104042968745,0.018699624,-0.0010043730638671874,0.024419235,-0.0005543741449218751,0.018475173,0.06200838143574219,0.07527034,-0.9226253001953124,0.93492514,-0.40918588945312495,0.40399456
248,-0.3949084068027344,0.6771573,0.2933596291542969,0.62545216,-0.08597163818359377,0.37095445,0.05142457619921875,0.24965602,0.025390625,0.15934436,0.0,0.0,0.0,0.0,0.0,0.0,0.537109375,0.73553765,-0.00037035140175781245,0.01901897,-0.0014922064037109373,0.024415594,-0.0006536372542968748,0.018543461,0.06313037934414063,0.07636007,-0.9218244541015626,0.9334046,-0.411053660546875,0.40574825
249,-0.36838120137304686,0.6775821,0.2928051789589844,0.62742937,-0.08597163818359377,0.3556525,0.05142457619921875,0.23043776,0.025390625,0.15934436,0.0,0.0,0.0,0.0,0.0,0.0,0.525390625,0.74477345,4.710224179687519e-05,0.01887154,-0.0022127296849609374,0.024644647,-0.001004495867578125,0.018502552,0.06394434054921874,0.07742763,-0.9217207429687501,0.93208754,-0.4113554986328125,0.40857345
250,-0.35652178242773436,0.6889091,0.3104281306972656,0.61648804,-0.08597163818359374,0.333646,0.051424576199218745,0.19095258,0.025390625,0.15934436,0.0,0.0,0.0,0.0,0.0,0.0,0.515625,0.7434611,9.604181210937522e-05,0.018951958,-0.0027679289818359366,0.024722746,-0.0012451833480468747,0.018692795,0.06447768284609376,0.07879004,-0.9223403900390624,0.932412,-0.410185340234375,0.40897912
