,Left Stick X,LeftStickY,Right Stick X,Right Stick Y,Button South,Button West,L1,R1,R2,Gyroscope X,Gyroscope Y,Gyroscope Z,Accelerometer X,Accelerometer Y,Accelerometer Z
44,-1.0,-0.2882255,-0.1529442,0.3937499,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03198242,-0.8615723,-0.1422119
45,-1.0,-0.2882255,-0.1529442,0.3937499,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02270508,-0.90625,-0.1147461
46,-1.0,-0.2882255,-0.1460991,0.3928443,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01330566,-0.9246826,-0.1461182
47,-1.0,-0.2882255,-0.1163632,0.3013508,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01184082,-0.9139404,-0.02075195
48,-1.0,-0.2882255,-0.06184138,0.1626199,0.0,0.0,0.0,0.0,1.0,0.1949107,0.02873684,0.0484778,-0.03515625,-0.932373,0.02648926
49,-1.0,-0.2882255,-0.02737064,0.06386483,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.03466797,-0.9981689,-0.01574707
50,-1.0,-0.2882255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.137207,-1.081177,-0.009033203
51,-1.0,-0.2882255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0777389,0.002768151,0.02168385,-0.2507324,-1.213867,0.06835938
52,-1.0,-0.3042357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2570801,-1.117065,0.0267334
53,-1.0,-0.3928797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2321777,-1.166138,0.06921387
54,-0.9980689,-0.4652353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1341553,-1.152588,0.1361084
55,-0.9757748,-0.5376719,0.04690064,0.05494076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1422119,-1.246582,0.2023926
