,Left Stick X Mean,Left Stick X RMS,LeftStickY Mean,LeftStickY RMS,Right Stick X Mean,Right Stick X RMS,Right Stick Y Mean,Right Stick Y RMS,Button South Mean,Button South RMS,Button West Mean,Button West RMS,L1 Mean,L1 RMS,R1 Mean,R1 RMS,R2 Mean,R2 RMS,Gyroscope X Mean,Gyroscope X RMS,Gyroscope Y Mean,Gyroscope Y RMS,Gyroscope Z Mean,Gyroscope Z RMS,Accelerometer X Mean,Accelerometer X RMS,Accelerometer Y Mean,Accelerometer Y RMS,Accelerometer Z Mean,Accelerometer Z RMS
0,0.15861370277929687,0.5334258,0.4062969008632813,0.5297103,0.13894938014257813,0.4168712,0.10888701305468751,0.51292145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0035477951853515634,0.58083636,0.04545251905859375,0.32554334,-0.07818553818749999,0.58489287,0.08888053980390626,0.22156619,-0.8635878623714843,0.6943554,-0.29304981394179686,0.24942979
1,0.09889536703710938,0.54402876,0.42993603264062497,0.5427321,0.18213612818945313,0.42101318,0.13601541847265625,0.5231728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021555595229296877,0.5839173,0.026070314859375,0.3281214,-0.06376301971875,0.5912968,0.1120312233390625,0.23305656,-0.8931760837191406,0.7128839,-0.2751288427445313,0.2573546
2,0.0676559760214844,0.55274904,0.37654480783593747,0.56831306,0.19486716647070307,0.447691,0.11037847704687502,0.532618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027735160084375002,0.5863128,0.02213324838652343,0.33594403,-0.03432675997695312,0.59590566,0.1351966874015625,0.24341746,-0.9056737463753907,0.73805016,-0.2802934656351563,0.25976372
3,0.0702183957480469,0.56564575,0.3641583976796875,0.5896879,0.1763903520957031,0.456974,0.09336251337499998,0.55572146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03088798143789063,0.58671725,0.005702425376757813,0.33944765,-0.026963279683984376,0.5994598,0.14291906490156248,0.25447914,-0.8980646153207031,0.75232726,-0.2816436302738281,0.25994068
4,0.019579770611328137,0.5926256,0.3664514516640625,0.59124875,0.1673562288144531,0.46003583,0.12963634773046873,0.57115626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04122382009023438,0.5870784,-0.01917361697285156,0.34127113,-0.006973578254296878,0.59970343,0.14376545064375001,0.2598148,-0.894895553992578,0.77492106,-0.2861318596878906,0.26350656
5,-0.0015969870058593835,0.61584157,0.31366568267968753,0.59972453,0.17402217242773438,0.4737599,0.12857900964453126,0.59119534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03887735532187501,0.5895772,-0.024495539295117184,0.34178522,-0.01947187014882813,0.5998577,0.13242721649726563,0.26190698,-0.8903846723519531,0.7927575,-0.2922549260941406,0.2682923
6,0.03777792358007811,0.6217038,0.28735229334375,0.61029434,0.19585856816015626,0.4953667,0.16305770826953125,0.5948914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03196882895722656,0.58967525,-0.03502398927558594,0.34295145,0.024211492136328124,0.6003441,0.10796046339179688,0.26362333,-0.8840937561410156,0.8084433,-0.30286645996914063,0.2741152
7,0.014712827271484388,0.64505064,0.30321747461328125,0.6141267,0.19146484571875,0.5075225,0.14232817403124998,0.5958809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027345433775585938,0.5977799,-0.024379317529492184,0.34322116,-0.0014340986644531227,0.6009863,0.07675480987617188,0.26437083,-0.8745729875863281,0.84103984,-0.3056476125453125,0.282952
8,-0.01854817999999997,0.66475123,0.29596132166992184,0.6252911,0.23498222052343748,0.52808267,0.15792215244921876,0.5969151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005964506701171858,0.63449365,-0.034909781123242195,0.3507483,-0.006663997187890611,0.609698,0.061994076951171886,0.2649164,-0.8846769285976562,0.847044,-0.3057477483246094,0.2966372
9,-0.06950335460937498,0.67884654,0.28906754577148436,0.63988566,0.2169275849140625,0.5465108,0.180209892140625,0.59936064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04589463729121094,0.6618445,-0.01570960407246094,0.36096162,0.002743644829687506,0.6135823,0.04844307943164063,0.27418143,-0.8806302518398437,0.86781424,-0.31552553244570314,0.3063989
10,-0.08810865486328125,0.69210166,0.29042389420898435,0.65370333,0.21319871647656247,0.55740726,0.19053181366406252,0.60987526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017303534439648435,0.66313356,-0.0033924382716796937,0.36371365,-0.013038939545312496,0.61403674,0.04053425809765625,0.2818095,-0.8663039151210937,0.88367236,-0.32800674486757814,0.31716082
11,-0.09355243806640624,0.7078735,0.30330621940429686,0.6640654,0.2407484696796875,0.578621,0.17761256657421876,0.62131786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017531468373242185,0.6633999,0.013863703257617193,0.36905432,-0.023995472103906245,0.6162376,0.03879165669140626,0.28418466,-0.8740940034023437,0.895569,-0.33007907875429693,0.3271335
12,-0.07057454685546874,0.7129639,0.2906648635449218,0.6803182,0.24844416368359376,0.6027202,0.17054501020703122,0.6266624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006747343693359373,0.66477984,0.026485498462695316,0.37077823,-0.0401860466546875,0.61682445,0.051752567888671885,0.28458884,-0.8643786875820312,0.9108216,-0.3305740362699219,0.33601007
13,-0.015033445097656278,0.73335016,0.2900603346777344,0.686113,0.26840452772656254,0.6043984,0.189171130109375,0.6511188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013328564908203123,0.6649069,0.019681930228320318,0.3714537,-0.019908322092187496,0.6178936,0.062355518634765635,0.28633422,-0.8694164735195312,0.9250836,-0.3299331671292969,0.34413883
14,-0.006665005078125001,0.74347043,0.32614144991210936,0.7021909,0.2323213429765625,0.6175875,0.17132128190039064,0.6582772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03295701305273437,0.66501606,0.012856823591601556,0.37184814,-0.017058643791406262,0.61805063,0.0727469926640625,0.28998187,-0.8734483702773437,0.93741,-0.33185410541054683,0.35155916
