,Left Stick X RMS,LeftStickY RMS,Right Stick X RMS,Right Stick Y RMS,Button South RMS,Button West RMS,L1 RMS,R1 RMS,R2 RMS,Gyroscope X RMS,Gyroscope Y RMS,Gyroscope Z RMS,Accelerometer X RMS,Accelerometer Y RMS,Accelerometer Z RMS
39,0.76784724,0.76561767,0.65033484,0.7443325,0.0,0.0,0.0,0.0,0.0,0.552489,0.5919655,0.5696103,0.38648823,0.88619214,0.37729028
40,0.7501725,0.7839491,0.6075639,0.7344042,0.0,0.0,0.0,0.0,0.0,0.54601604,0.54632705,0.5553463,0.37916878,0.89643615,0.38219276
41,0.72138023,0.81097883,0.62821496,0.6997789,0.0,0.0,0.0,0.0,0.0,0.5568917,0.531523,0.5413148,0.36997005,0.91271526,0.38392824
42,0.74157745,0.79247606,0.6575263,0.6796239,0.0,0.0,0.0,0.0,0.0,0.5563849,0.5296604,0.5434994,0.3595598,0.90501356,0.3797736
43,0.7544447,0.77742493,0.6600886,0.64377373,0.0,0.0,0.0,0.0,0.0,0.5575988,0.527059,0.5436103,0.356316,0.9073489,0.37484992
44,0.7569237,0.77359915,0.6868198,0.6185233,0.0,0.0,0.0,0.0,0.0,0.55968475,0.47737053,0.51730645,0.35566562,0.92490506,0.3705188
45,0.7468965,0.7850996,0.6783703,0.57713294,0.0,0.0,0.0,0.0,0.0,0.5613008,0.46143094,0.5129001,0.35592824,0.932792,0.36500207
46,0.7376278,0.79193395,0.6747437,0.55576843,0.0,0.0,0.0,0.0,0.0,0.5568667,0.43693453,0.5032689,0.31469837,0.94122404,0.35956118
47,0.7424788,0.7922539,0.66390747,0.5268931,0.0,0.0,0.0,0.0,0.0,0.5569075,0.40550324,0.494534,0.3039402,0.94620097,0.34524792
48,0.71220344,0.82110375,0.6424468,0.49950385,0.0,0.0,0.0,0.0,0.0,0.5585145,0.35530853,0.5114993,0.30225587,0.9514409,0.33362222
49,0.6761424,0.8410165,0.6293984,0.47124702,0.0,0.0,0.0,0.0,0.0,0.5609789,0.33362824,0.5185987,0.26574367,0.97453755,0.31869644
50,0.6722465,0.8413825,0.60894376,0.41806853,0.0,0.0,0.0,0.0,0.0,0.5227895,0.2645798,0.45750433,0.2620735,0.97756493,0.30993354
51,0.6658464,0.8454498,0.564643,0.44179592,0.0,0.0,0.0,0.0,0.0,0.5332252,0.22352105,0.44914228,0.24872884,0.9817416,0.30657408
52,0.64771867,0.8589717,0.54603195,0.3900867,0.0,0.0,0.0,0.0,0.0,0.59276855,0.2753796,0.42509565,0.24534447,1.0008209,0.30653286
53,0.6005529,0.89230615,0.5345093,0.37569103,0.0,0.0,0.0,0.0,0.0,0.5809533,0.28775546,0.40012255,0.25476232,0.98094684,0.2943934
54,0.5753351,0.9166987,0.5430051,0.3870181,0.0,0.0,0.0,0.0,0.0,0.52614045,0.2948268,0.37915498,0.25693193,1.0002097,0.2632478
55,0.5890754,0.9117497,0.55273783,0.35066935,0.0,0.0,0.0,0.0,0.0,0.42540398,0.30173907,0.3696327,0.26861355,1.0067716,0.25337902
56,0.59024036,0.91009194,0.56637937,0.35269034,0.0,0.0,0.0,0.0,0.0,0.40462178,0.35864598,0.35693282,0.25594375,0.9941826,0.24720542
57,0.60323083,0.9032021,0.559457,0.34689045,0.0,0.0,0.0,0.0,0.0,0.39598176,0.36744836,0.3692679,0.25045696,0.99132335,0.24621841
58,0.60591674,0.89407897,0.51917243,0.4004338,0.0,0.0,0.0,0.0,0.0,0.39585972,0.37724015,0.37239078,0.25121114,0.9962289,0.25193033
59,0.57941717,0.88713515,0.50229734,0.46508718,0.0,0.0,0.0,0.0,0.0,0.38979635,0.37976527,0.36774486,0.2453494,0.9911801,0.25045463
60,0.5431411,0.87108874,0.5130476,0.4868795,0.0,0.0,0.0,0.0,0.0,0.3634833,0.3705227,0.3560577,0.2399741,0.98470914,0.2488982
61,0.5473601,0.8630737,0.5112305,0.54371923,0.0,0.0,0.0,0.0,0.0,0.35751963,0.3692956,0.34969625,0.23066571,0.99391574,0.23785242
62,0.5811405,0.83169067,0.4971444,0.5948678,0.0,0.0,0.0,0.0,0.0,0.3556447,0.36926684,0.35258168,0.2261859,0.9989662,0.21065168
63,0.5982156,0.8012011,0.5019637,0.61702454,0.0,0.0,0.0,0.0,0.0,0.3574728,0.36828443,0.3434162,0.21596,1.0147291,0.20178425
64,0.6183422,0.7753234,0.5014661,0.6542785,0.0,0.0,0.0,0.0,0.0,0.3914139,0.36889687,0.30709177,0.19136225,1.0307007,0.20335521
65,0.64702433,0.75638324,0.4993772,0.6700735,0.0,0.0,0.0,0.0,0.0,0.3990735,0.36859825,0.28109068,0.19125076,1.0256014,0.203941
66,0.6590374,0.74789715,0.49967828,0.713918,0.0,0.0,0.0,0.0,0.0,0.4082989,0.368821,0.26363358,0.18531476,1.031947,0.20575328
67,0.67193323,0.7322833,0.532464,0.720176,0.0,0.0,0.0,0.0,0.0,0.39669827,0.36916462,0.25982854,0.18774006,1.0397121,0.20758155
68,0.6621669,0.74149203,0.5595287,0.7514315,0.0,0.0,0.0,0.0,0.0,0.30751836,0.32939357,0.25921738,0.1641358,1.0399089,0.20952941
69,0.6956294,0.71793765,0.5663255,0.7522871,0.0,0.0,0.0,0.0,0.0,0.31528637,0.29778162,0.25254774,0.14865914,1.0337397,0.2313153
70,0.70573574,0.6806931,0.55926085,0.75273126,0.0,0.0,0.0,0.0,0.0,0.31164396,0.29230204,0.23294204,0.14531435,1.0341312,0.24672107
71,0.72720385,0.65107864,0.5546167,0.77190596,0.0,0.0,0.0,0.0,0.0,0.30882826,0.27806675,0.22479835,0.12604073,1.0335702,0.23879768
72,0.7244488,0.6497426,0.5613359,0.80255985,0.0,0.0,0.0,0.0,0.0,0.33430642,0.17908746,0.22266091,0.11182261,1.0469557,0.24215628
73,0.74143153,0.62698,0.5862741,0.80932885,0.0,0.0,0.0,0.0,0.0,0.33721763,0.14962883,0.20019658,0.11434737,1.0592288,0.24495359
74,0.7109185,0.66928816,0.6209809,0.79284185,0.0,0.0,0.0,0.0,0.0,0.34801885,0.12368567,0.20063877,0.11411556,1.0606847,0.23906538
75,0.72741884,0.6858827,0.6219162,0.76378846,0.0,0.0,0.0,0.0,0.0,0.35372856,0.11495962,0.20927882,0.118091665,1.0618901,0.23879823
76,0.7395875,0.72677517,0.6036687,0.7695129,0.0,0.0,0.0,0.0,0.0,0.35444304,0.11325042,0.21296956,0.12633629,1.0664271,0.23762834
77,0.7682938,0.7042779,0.6207443,0.753615,0.0,0.0,0.0,0.0,0.0,0.36111212,0.10866219,0.2198821,0.12630567,1.0649582,0.23508008
78,0.7546709,0.73003316,0.6512271,0.72134554,0.0,0.0,0.0,0.0,0.0,0.3639437,0.13133444,0.24476361,0.12584993,1.0675039,0.24078283
79,0.74291104,0.7589896,0.6697539,0.7217534,0.0,0.0,0.0,0.0,0.0,0.38213205,0.14977023,0.27814764,0.13689369,1.0532928,0.24276929
80,0.7581664,0.7520483,0.7087322,0.68234664,0.0,0.0,0.0,0.0,0.0,0.36065158,0.14809828,0.2774371,0.15507564,1.0408094,0.2546647
81,0.7520743,0.7639987,0.7381235,0.65970695,0.0,0.0,0.0,0.0,0.0,0.34926715,0.14803925,0.28607437,0.17604844,1.0242156,0.28265744
82,0.7475926,0.7723079,0.74924374,0.6534049,0.0,0.0,0.0,0.0,0.0,0.3711269,0.22882605,0.37071386,0.18465462,1.0209159,0.28556943
83,0.72734505,0.794654,0.74379987,0.636103,0.0,0.0,0.0,0.0,0.0,0.504898,0.2760886,0.37861714,0.19324213,1.0215843,0.2839729
84,0.72896254,0.79684967,0.7388828,0.6164505,0.0,0.0,0.0,0.0,0.0,0.5242515,0.31644177,0.42198554,0.21026166,1.0016539,0.3027772
85,0.7096796,0.81178457,0.7326568,0.635832,0.0,0.0,0.0,0.0,0.0,0.51927024,0.33884284,0.4323999,0.21051514,1.0103849,0.3074912
86,0.7158658,0.8329761,0.73295975,0.6387451,0.0,0.0,0.0,0.0,0.0,0.53183943,0.33794472,0.4398313,0.21610102,1.0140653,0.30972204
87,0.6761742,0.86159027,0.72693175,0.61378044,0.0,0.0,0.0,0.0,0.0,0.5390953,0.3436392,0.46596932,0.2099992,1.0186269,0.3142058
88,0.6735819,0.864483,0.7266735,0.60405016,0.0,0.0,0.0,0.0,0.0,0.526006,0.34375677,0.4839823,0.21037418,1.0076,0.31204894
89,0.63791627,0.88821787,0.70303667,0.63155985,0.0,0.0,0.0,0.0,0.0,0.53726757,0.34811187,0.48618278,0.20818889,1.003477,0.31129375
90,0.63405955,0.8873737,0.65954053,0.6651582,0.0,0.0,0.0,0.0,0.0,0.5760754,0.3484302,0.48603377,0.20487764,1.0146058,0.31812933
91,0.59455705,0.90949243,0.6634138,0.68154675,0.0,0.0,0.0,0.0,0.0,0.6141581,0.35015893,0.49246472,0.20286405,1.0233464,0.32311982
92,0.5832291,0.9120804,0.6571736,0.67288417,0.0,0.0,0.0,0.0,0.0,0.6366982,0.35385007,0.50070715,0.19824466,1.0181385,0.33054656
93,0.5421313,0.93700844,0.63671255,0.6883541,0.0,0.0,0.0,0.0,0.0,0.6475124,0.36865062,0.50661665,0.21917361,1.0118859,0.33980352
94,0.53453016,0.9415914,0.6306044,0.7058044,0.0,0.0,0.0,0.0,0.0,0.7125721,0.3662903,0.49332288,0.2528717,1.0200063,0.34798408
95,0.54549545,0.92232186,0.6317351,0.708999,0.0,0.0,0.0,0.0,0.0,0.7207741,0.37191433,0.49117836,0.25641567,0.9998699,0.3792486
96,0.5466896,0.9213664,0.5904209,0.75075287,0.0,0.0,0.0,0.0,0.0,0.7514507,0.4206412,0.49421474,0.24983491,1.012656,0.3712004
97,0.57716435,0.8963308,0.5643543,0.77580136,0.0,0.0,0.0,0.0,0.0,0.7733595,0.4229579,0.4898801,0.24316202,1.0294541,0.3515512
98,0.5727529,0.89205277,0.5750359,0.7410891,0.0,0.0,0.0,0.0,0.0,0.76012456,0.4058884,0.4509113,0.2406199,1.0177665,0.3671878
99,0.597438,0.86730164,0.5536231,0.7355023,0.0,0.0,0.0,0.0,0.0,0.6744663,0.37986004,0.44810244,0.24015787,1.004225,0.38170695
100,0.61225235,0.83941346,0.5877841,0.7258849,0.0,0.0,0.0,0.0,0.0,0.6642477,0.36465383,0.43517655,0.24327073,1.0036002,0.37920076
101,0.60116047,0.8454012,0.6071841,0.68948644,0.0,0.0,0.0,0.0,0.0,0.66083837,0.36696544,0.46488246,0.24754584,1.0084816,0.37249216
102,0.6067543,0.84509027,0.60105,0.67608005,0.0,0.0,0.0,0.0,0.0,0.651202,0.37008062,0.46781048,0.2415599,1.0018373,0.36584002
103,0.651794,0.8184717,0.6417352,0.67963517,0.0,0.0,0.0,0.0,0.0,0.6536343,0.3643435,0.4414204,0.24061826,0.9977918,0.37027922
104,0.65975404,0.8124226,0.62613577,0.65054977,0.0,0.0,0.0,0.0,0.0,0.6794596,0.36342672,0.42032546,0.23868716,1.0084342,0.3693582
105,0.6566475,0.8085257,0.63001364,0.61129344,0.0,0.0,0.0,0.0,0.0,0.671788,0.3590835,0.42102847,0.23868293,1.0080764,0.36873087
106,0.6888254,0.78133357,0.65483856,0.5845431,0.0,0.0,0.0,0.0,0.0,0.636918,0.35847348,0.41764045,0.24117504,0.9990089,0.36432946
107,0.7022791,0.77067703,0.6627104,0.574723,0.0,0.0,0.0,0.0,0.0,0.60127974,0.35809824,0.41290227,0.24112324,0.9964467,0.36444947
108,0.71742284,0.76003873,0.68888557,0.57400775,0.0,0.0,0.0,0.0,0.0,0.5946248,0.35512868,0.410488,0.24181831,0.9858834,0.3680846
109,0.7278256,0.7522654,0.7137664,0.555289,0.0,0.0,0.0,0.0,0.0,0.5842618,0.3458986,0.40457222,0.23097265,0.9898704,0.36574158
110,0.7490863,0.73425907,0.699159,0.54897535,0.0,0.0,0.0,0.0,0.0,0.5024409,0.34254616,0.40388405,0.2025868,0.9866371,0.35470548
111,0.7517076,0.7432028,0.7005464,0.54996717,0.0,0.0,0.0,0.0,0.0,0.47583535,0.33267355,0.40639293,0.20394464,1.0081086,0.32591856
112,0.7376931,0.7625955,0.71993697,0.52027035,0.0,0.0,0.0,0.0,0.0,0.4167703,0.29010087,0.41055265,0.19905108,1.0030044,0.32220104
113,0.72059417,0.77741843,0.7223248,0.5031096,0.0,0.0,0.0,0.0,0.0,0.39755198,0.28746355,0.4323263,0.19494359,1.0165917,0.32168898
114,0.72794735,0.7761525,0.7445056,0.50289845,0.0,0.0,0.0,0.0,0.0,0.40280387,0.27000582,0.4244571,0.18993357,1.029858,0.30470622
115,0.70006347,0.79521763,0.76580656,0.51921606,0.0,0.0,0.0,0.0,0.0,0.40405944,0.26239684,0.421035,0.18000837,1.0298274,0.28691524
116,0.6933479,0.8127107,0.74839956,0.5392862,0.0,0.0,0.0,0.0,0.0,0.39317113,0.24527179,0.39905688,0.16151558,1.0452372,0.28012806
117,0.7078662,0.8070241,0.7217249,0.53906095,0.0,0.0,0.0,0.0,0.0,0.42649952,0.22077975,0.35793322,0.15502183,1.0532266,0.28047556
118,0.6838153,0.81809473,0.7084487,0.5844016,0.0,0.0,0.0,0.0,0.0,0.4852083,0.22057912,0.34497645,0.16016322,1.0623724,0.27908897
119,0.6643645,0.83561635,0.68153745,0.60840625,0.0,0.0,0.0,0.0,0.0,0.47053367,0.22118308,0.35236472,0.16590135,1.068205,0.26329613
120,0.6853036,0.8197595,0.7055555,0.6084791,0.0,0.0,0.0,0.0,0.0,0.4427435,0.22988978,0.3636108,0.16653974,1.0787209,0.2648877
121,0.7272812,0.7914302,0.7232718,0.61262155,0.0,0.0,0.0,0.0,0.0,0.45280656,0.2320146,0.36181307,0.16718835,1.0690476,0.26794982
122,0.71409434,0.7838686,0.714438,0.60476124,0.0,0.0,0.0,0.0,0.0,0.49664024,0.23457807,0.36383438,0.16410942,1.0554694,0.27381593
123,0.7405237,0.75891465,0.71104515,0.63531584,0.0,0.0,0.0,0.0,0.0,0.5011883,0.23231666,0.35958967,0.16503538,1.0708525,0.26519874
124,0.73131335,0.7372639,0.6862501,0.6601275,0.0,0.0,0.0,0.0,0.0,0.49355304,0.23095776,0.34963045,0.16598907,1.070016,0.25623158
125,0.7157904,0.74355423,0.67166847,0.6751079,0.0,0.0,0.0,0.0,0.0,0.49695662,0.22124593,0.34506756,0.15860769,1.072893,0.2454672
126,0.68472785,0.76633936,0.6766808,0.6540439,0.0,0.0,0.0,0.0,0.0,0.5417746,0.21905725,0.34521294,0.15332027,1.0920072,0.24353947
127,0.6558798,0.7861414,0.6847753,0.645327,0.0,0.0,0.0,0.0,0.0,0.6199932,0.21399592,0.31870288,0.13652812,1.0750599,0.2522477
128,0.64495605,0.7899436,0.6734251,0.66202575,0.0,0.0,0.0,0.0,0.0,0.7165042,0.18710898,0.30454117,0.14479774,1.0865189,0.25026354
129,0.63345623,0.8019033,0.669498,0.6542263,0.0,0.0,0.0,0.0,0.0,0.7090305,0.18478343,0.27866027,0.14417776,1.083444,0.24978302
130,0.6441454,0.80109024,0.6680189,0.65989834,0.0,0.0,0.0,0.0,0.0,0.7246074,0.17646614,0.34911954,0.1957386,1.0664089,0.2597184
131,0.6575913,0.79716706,0.64600915,0.6895399,0.0,0.0,0.0,0.0,0.0,0.7501068,0.29313865,0.41065407,0.22494088,1.0471865,0.27371544
132,0.6529752,0.80579257,0.6309539,0.7120349,0.0,0.0,0.0,0.0,0.0,0.8296186,0.3152793,0.41083902,0.22353782,1.0757662,0.2612421
133,0.658416,0.7948187,0.6447335,0.7242469,0.0,0.0,0.0,0.0,0.0,0.82027847,0.32417536,0.4521518,0.22239524,1.0645771,0.24626224
134,0.66193193,0.7920414,0.68761843,0.68734497,0.0,0.0,0.0,0.0,0.0,0.8080535,0.32742,0.4599018,0.2289597,1.0470312,0.2680842
135,0.6683374,0.78485787,0.7020385,0.6787387,0.0,0.0,0.0,0.0,0.0,0.82780164,0.32937443,0.461895,0.23071761,1.017231,0.31510434
136,0.64665675,0.8033729,0.6767945,0.72309804,0.0,0.0,0.0,0.0,0.0,0.8830143,0.32595313,0.45337978,0.22992423,1.0225526,0.31578925
137,0.60534,0.8148162,0.63198596,0.72151005,0.0,0.0,0.0,0.0,0.0,0.9169969,0.32472023,0.45651308,0.22988272,1.0344532,0.31431952
138,0.6244814,0.8252064,0.63632697,0.72994137,0.0,0.0,0.0,0.0,0.0,0.89283735,0.3381257,0.48230067,0.24022228,1.0307311,0.31583512
139,0.5886302,0.8534203,0.6721572,0.6901411,0.0,0.0,0.0,0.0,0.0,0.88879794,0.3512961,0.48423472,0.27132857,0.99790037,0.33606648
140,0.6213293,0.8616718,0.68774784,0.6604719,0.0,0.0,0.0,0.0,0.0,0.8875567,0.4229189,0.5326127,0.30260077,1.0093313,0.33258697
141,0.64782906,0.853669,0.69656163,0.6268715,0.0,0.0,0.0,0.0,0.0,0.8876511,0.43222907,0.5436633,0.30230877,1.0089902,0.33521745
142,0.67741126,0.8409982,0.6999519,0.6614764,0.0,0.0,0.0,0.0,0.0,0.8888771,0.440522,0.5651259,0.29993817,0.9912844,0.34281787
143,0.7048528,0.82928514,0.66820437,0.69016796,0.0,0.0,0.0,0.0,0.0,0.9479848,0.4572258,0.60165566,0.30402958,1.0012197,0.34565163
144,0.6988334,0.8329244,0.65077525,0.6560274,0.0,0.0,0.0,0.0,0.0,0.96894103,0.45655358,0.61773044,0.30141357,1.028604,0.355443
145,0.6844191,0.84029984,0.6518644,0.6497609,0.0,0.0,0.0,0.0,0.0,0.9878082,0.48650333,0.64893514,0.30451068,0.98754925,0.37272602
146,0.68220645,0.8353254,0.63016945,0.6510569,0.0,0.0,0.0,0.0,0.0,0.99251604,0.49153036,0.6329934,0.28787172,1.0247667,0.37594032
147,0.67644566,0.8455775,0.61991125,0.6232591,0.0,0.0,0.0,0.0,0.0,0.9846549,0.449791,0.6230335,0.26421422,1.0629972,0.3702625
148,0.6713905,0.84799296,0.6367165,0.5978277,0.0,0.0,0.0,0.0,0.0,0.9464547,0.43413085,0.6413128,0.26220885,1.0585715,0.38495997
149,0.6450933,0.8637885,0.6237822,0.6123584,0.0,0.0,0.0,0.0,0.0,1.0473422,0.42225593,0.6158556,0.26199806,1.0713437,0.3999207
150,0.63845015,0.8503,0.57411534,0.61785805,0.0,0.0,0.0,0.0,0.0,1.100997,0.42937383,0.63295865,0.2565613,1.1299106,0.42580014
151,0.63778704,0.8458518,0.5849246,0.6169719,0.0,0.0,0.0,0.0,0.0,1.0884842,0.44300717,0.64573616,0.2841244,1.1451113,0.39547926
152,0.62993926,0.84863514,0.62861246,0.5751416,0.0,0.0,0.0,0.0,0.0,1.0548944,0.46062842,0.68821096,0.29834026,1.1378559,0.40734506
153,0.6534374,0.844276,0.64320016,0.60255754,0.0,0.0,0.0,0.0,0.0,1.1024942,0.4746705,0.71813077,0.31380057,1.1979139,0.41169736
154,0.6301224,0.8441294,0.6319204,0.6094171,0.0,0.0,0.0,0.0,0.0,1.2094294,0.4802646,0.7200431,0.31534564,1.2510313,0.42758322
155,0.64359415,0.83334184,0.609473,0.61942977,0.0,0.0,0.0,0.0,0.0,1.2162428,0.47638363,0.73553157,0.29245666,1.2619163,0.4160951
156,0.63087445,0.84034145,0.61532706,0.611742,0.0,0.0,0.0,0.0,0.0,1.2186898,0.41635445,0.70600474,0.25777373,1.2715969,0.41600654
157,0.64406157,0.82243097,0.62199336,0.6247614,0.0,0.0,0.0,0.0,0.0,1.2290133,0.40840986,0.704468,0.25696412,1.2919207,0.42478293
158,0.6300253,0.82808226,0.6128356,0.6003469,0.0,0.0,0.0,0.0,0.0,1.2251749,0.4016721,0.70912486,0.26162294,1.3036689,0.43160048
159,0.61876994,0.82914394,0.61487263,0.57706046,0.0,0.0,0.0,0.0,0.0,1.1533607,0.38212883,0.69345,0.26968288,1.3354079,0.4309313
160,0.62193066,0.80066365,0.61545897,0.5819945,0.0,0.0,0.0,0.0,0.0,1.0977188,0.38112977,0.6882817,0.27597332,1.3266876,0.43208683
161,0.65869325,0.77153087,0.59396976,0.5769195,0.0,0.0,0.0,0.0,0.0,1.0991403,0.34379384,0.6616454,0.27382177,1.3957381,0.43044534
162,0.6492571,0.74631035,0.5698614,0.5719962,0.0,0.0,0.0,0.0,0.0,1.0922517,0.33335903,0.64078355,0.26273322,1.3966055,0.4278355
163,0.6561956,0.73649585,0.60357076,0.5731823,0.0,0.0,0.0,0.0,0.0,1.0840868,0.31250444,0.6173604,0.26595694,1.3894908,0.42836663
164,0.678266,0.70824695,0.57261354,0.55842394,0.0,0.0,0.0,0.0,0.0,1.0610573,0.30674383,0.6007082,0.27074265,1.3703675,0.42131308
165,0.7064699,0.6825166,0.60311204,0.5394213,0.0,0.0,0.0,0.0,0.0,0.96093476,0.3063171,0.59445745,0.27352002,1.3624984,0.41026166
