,Left Stick X RMS,LeftStickY RMS,Right Stick X RMS,Right Stick Y RMS,Gyroscope X RMS,Gyroscope Y RMS,Gyroscope Z RMS,Accelerometer X RMS,Accelerometer Y RMS,Accelerometer Z RMS
42,0.68524724,0.7792968,0.042726196,0.013438487,0.04429967,0.025538785,0.025649872,0.12041014,0.99627274,0.23760661
43,0.72101104,0.80808926,0.15222776,0.19353506,0.042079456,0.026066257,0.028298473,0.13048725,0.99323696,0.23484635
44,0.6774766,0.84093577,0.16176294,0.3167069,0.040850513,0.023265509,0.027129121,0.13098565,0.9940641,0.22373354
45,0.7003623,0.81373304,0.45315382,0.3476138,0.032544423,0.018895118,0.02411345,0.13121843,0.9843576,0.23067571
46,0.6892179,0.82755864,0.47325778,0.41201866,0.032040097,0.014940077,0.020677527,0.12684955,0.97505385,0.24578199
47,0.6631743,0.84212035,0.45013988,0.36399314,0.03599412,0.011628605,0.015541618,0.116395704,0.97275954,0.25717422
48,0.65632695,0.85038406,0.5251308,0.43452442,0.03214163,0.010503065,0.015613331,0.12049652,0.96822983,0.27129114
49,0.6251424,0.87886214,0.31077513,0.4102187,0.03390952,0.016330585,0.017148672,0.11823289,0.96808255,0.28093258
50,0.6154048,0.8945747,0.42465085,0.39034936,0.03556331,0.021394994,0.018004756,0.11647175,0.97294515,0.27607143
51,0.5904705,0.91533977,0.52851635,0.40837646,0.033493273,0.02238501,0.018749453,0.12215461,0.9783598,0.2713505
52,0.61098987,0.92463905,0.4507762,0.2181821,0.035055336,0.023029204,0.019140957,0.12047094,0.98229486,0.26397792
53,0.70875907,0.8174426,0.45729572,0.2232362,0.036687437,0.021254575,0.018305901,0.12030735,0.9870695,0.24865355
54,0.73531175,0.7927445,0.3278476,0.16155386,0.03978365,0.020412404,0.01888971,0.12597,0.99148524,0.24264954
55,0.7882373,0.7384699,0.37081522,0.24394388,0.036667112,0.0187508,0.01820716,0.12856697,0.98686165,0.23105215
56,0.85615647,0.6351365,0.6002602,0.28593174,0.035499685,0.019034255,0.017986005,0.13902879,0.98410255,0.2300236
57,0.8068653,0.74789095,0.6489921,0.30790326,0.033573207,0.017040959,0.017033065,0.14127827,0.9871778,0.21448515
58,0.7941378,0.72357476,0.7803587,0.3144515,0.028091397,0.012004451,0.017028788,0.15354635,0.9837734,0.20274313
59,0.7923659,0.7321579,0.78874,0.23675919,0.02848467,0.017296115,0.016063476,0.16160357,0.9833705,0.215875
60,0.73097205,0.7631448,0.77015746,0.22110173,0.027432505,0.017185116,0.01927828,0.15727839,0.9858959,0.2095807
61,0.66957164,0.766125,0.81671923,0.19273542,0.028913595,0.020997427,0.023592796,0.15647408,0.9840431,0.2209298
62,0.60127836,0.83220017,0.742267,0.31488386,0.036997423,0.027679002,0.027880998,0.14807758,0.9845266,0.24233246
63,0.5375448,0.8597501,0.64106375,0.36366028,0.033906594,0.024077727,0.026987847,0.1329256,0.9819378,0.2417635
64,0.5008331,0.901574,0.4659641,0.3423002,0.03965443,0.028948566,0.025239408,0.12958081,0.9806981,0.25785586
65,0.5819459,0.9053001,0.2764707,0.33709052,0.03685165,0.027472563,0.021720018,0.13137501,0.9764126,0.26958123
66,0.67638403,0.83939505,0.046683975,0.19643514,0.032633565,0.028023066,0.018627224,0.13265063,0.9802568,0.28265
67,0.6803534,0.81491137,0.014988884,0.10681121,0.03663197,0.03668722,0.028774897,0.14561677,0.9876485,0.30741268
68,0.72134626,0.77835125,0.12954472,0.17483416,0.047644988,0.040081188,0.037574377,0.15404269,0.9913158,0.33006668
69,0.6893921,0.74606574,0.22656664,0.27941826,0.051030092,0.044429228,0.042415295,0.15612742,0.9939635,0.34820893
70,0.61366385,0.7729692,0.3337406,0.28400615,0.048702344,0.042094402,0.04260989,0.15094133,0.98784393,0.346576
71,0.6316024,0.74574745,0.33341002,0.264104,0.046322532,0.03745777,0.037318297,0.14643863,0.9766643,0.34549692
72,0.6054314,0.75900996,0.40645003,0.23048894,0.030812664,0.036426794,0.028951023,0.14773537,0.9650305,0.34463167
73,0.6049691,0.8131151,0.5402465,0.21294902,0.026414074,0.03057821,0.021467268,0.13772812,0.9567228,0.3372403
74,0.5816444,0.8563842,0.51912147,0.3346247,0.025419217,0.029179832,0.018452074,0.13223477,0.95794207,0.33062175
75,0.6115218,0.8679626,0.5505276,0.33589327,0.031794783,0.0305536,0.020096965,0.12311408,0.9633104,0.32040998
76,0.6261813,0.87694573,0.53636724,0.34055376,0.03546688,0.021584578,0.023838094,0.12345335,0.9650711,0.3057361
77,0.67112494,0.84580815,0.35898468,0.27632195,0.036792155,0.020405935,0.031564567,0.13759248,0.96758777,0.3034565
78,0.73215383,0.80255884,0.43234003,0.12051339,0.03816966,0.020433014,0.031046612,0.15099965,0.96229774,0.30442652
79,0.8009868,0.72622716,0.47132072,0.13079554,0.03434848,0.013978289,0.029000843,0.16505644,0.9611998,0.29825586
80,0.8254452,0.6965152,0.46426597,0.11127756,0.030850105,0.014840301,0.026966296,0.17117764,0.962931,0.2963153
81,0.8451732,0.67112386,0.4714083,0.112934,0.031259194,0.022924833,0.02005402,0.17698509,0.96189153,0.29965672
82,0.86671674,0.6270742,0.4776901,0.08448225,0.027760906,0.02293323,0.023578824,0.17482676,0.9609934,0.3038404
83,0.7940188,0.7211535,0.39923656,0.060859792,0.029721327,0.02448063,0.026511878,0.17050391,0.95916635,0.31442145
84,0.68819594,0.6780483,0.41852883,0.06458465,0.027253347,0.023409905,0.02386523,0.15160929,0.8721091,0.2899542
85,0.5481793,0.57222503,0.40753895,0.060770743,0.022390911,0.015098992,0.020367788,0.12293459,0.7289659,0.2390436
86,0.0,0.0,0.0,0.0,0.0028897705,0.00090708653,0.0015379136,0.0053115496,0.708306,0.09461515
87,0.0,0.0,0.0,0.0,0.003340269,0.001677589,0.0017655506,0.005843883,0.86842966,0.11188826
88,0.0,0.0,0.0,0.0,0.0034351572,0.0017320755,0.001995136,0.0064196135,1.0029638,0.12365431
89,0.0,0.0,0.0,0.0,0.0024652872,0.0016055534,0.0017192875,0.0052808477,1.0037045,0.11585897
90,0.0,0.0,0.0,0.0,0.0019805229,0.0015520568,0.0015598652,0.004126402,1.0047348,0.10680611
91,0.0,0.0,0.0,0.0,0.0012006945,0.0007296599,0.0014218793,0.003821352,1.0052965,0.100664094
92,0.0,0.0,0.0,0.0,0.0009194453,0.00069904083,0.0012599167,0.003341936,1.0059674,0.097902976
93,0.0,0.0,0.0,0.0,0.0007682076,0.0006953646,0.001281982,0.0035982686,1.0060011,0.09620541
94,0.0,0.0,0.0,0.0,0.00072616094,0.00072047714,0.0012306542,0.003953771,1.0063592,0.09461995
95,0.0,0.0,0.0,0.0,0.00055488804,0.00075181905,0.0011961136,0.004238271,1.006118,0.09361065
96,0.0,0.0,0.0,0.0,0.0018394684,0.001123613,0.0016747183,0.0062325057,1.0064199,0.092591815
97,0.0,0.0,0.0,0.0,0.0037911728,0.0014251049,0.0028128827,0.0077620647,1.0060332,0.09525801
98,0.0,0.0,0.0,0.0,0.004362878,0.0016557819,0.0031880927,0.008306859,1.005958,0.09831173
99,0.0,0.0,0.0,0.0,0.004751907,0.0020025019,0.003670801,0.01202497,1.0060788,0.097915746
100,0.0,0.0,0.0,0.0,0.0045197,0.0019030302,0.0034816533,0.012539511,1.0060359,0.09772057
101,0.0,0.0,0.0,0.0,0.0032476934,0.0019525307,0.0026979798,0.012783787,1.0058148,0.094077386
102,0.0,0.0,0.0,0.0,0.0024687382,0.001839159,0.0024714384,0.013139133,1.0066261,0.08939871
103,0.0,0.0,0.0,0.0,0.0016232542,0.0014699476,0.001669177,0.010480278,1.0066016,0.08834728
104,0.0,0.0,0.0,0.0,0.0013442794,0.0013987772,0.0016850268,0.009564641,1.0065013,0.08725661
105,0.0,0.0,0.0,0.0,0.00082367385,0.0009995612,0.0015015707,0.00888188,1.0074697,0.08553654
106,0.0,0.0,0.0,0.0,0.0008020692,0.0009108437,0.0010679456,0.008623876,1.0071125,0.083936445
107,0.0,0.0,0.0,0.0,0.00072017685,0.0009189413,0.0011661072,0.008736596,1.0073283,0.08259685
108,0.0,0.0,0.0,0.0,0.00067474326,0.00086170156,0.0011913354,0.008975198,1.0075681,0.081594795
109,0.0,0.0,0.0,0.0,0.0006662253,0.0008813543,0.001189231,0.009183304,1.0076078,0.08083968
110,0.0,0.0,0.0,0.0,0.00048560786,0.00080675137,0.0012675207,0.009734238,1.0075741,0.08048681
111,0.0,0.0,0.0,0.0,0.0007329941,0.0007355011,0.0012462296,0.010788725,1.0076094,0.08011459
112,0.0,0.0,0.0,0.0,0.0007066301,0.0007145562,0.0010853425,0.011656608,1.0075344,0.07958067
113,0.0,0.0,0.0,0.0,0.00072322035,0.0008106361,0.0010766307,0.01237,1.0075276,0.079047255
114,0.0,0.0,0.0,0.0,0.00073495443,0.0008239097,0.0009812835,0.012824731,1.0075037,0.0787381
115,0.0,0.0,0.0,0.0,0.00044636146,0.00086016796,0.0009101821,0.012646434,1.007578,0.0786604
116,0.0,0.0,0.0,0.0,0.0005138749,0.00089638645,0.0010357421,0.012538526,1.0076215,0.0785145
117,0.0,0.0,0.0,0.0,0.00054997636,0.0007949354,0.001125393,0.012668788,1.0075713,0.07846445
118,0.0,0.0,0.0,0.0,0.0005655882,0.0013203775,0.0012035697,0.012721196,1.0076545,0.078522466
119,0.0,0.0,0.0,0.0,0.0006218768,0.0015831601,0.001225181,0.013829048,1.0075853,0.07903013
120,0.0,0.0,0.0,0.0,0.0006098425,0.0017092599,0.001321269,0.014411821,1.0074396,0.07929432
121,0.0,0.0,0.0,0.0,0.0008016979,0.001842389,0.0013083935,0.01499905,1.007902,0.07981309
122,0.0,0.0,0.0,0.0,0.000980476,0.0015115509,0.0014538238,0.015572561,1.0077564,0.08030281
123,0.0,0.0,0.0,0.0,0.0011932093,0.0013798757,0.0015852258,0.015728747,1.0077068,0.08095852
124,0.0,0.0,0.0,0.0,0.0020984926,0.0013563951,0.0015278787,0.016790764,1.0075316,0.08090755
125,0.0,0.0,0.0,0.0,0.0027418702,0.0015114214,0.0047839903,0.01961927,1.007874,0.07743514
126,0.0,0.0,0.0,0.0,0.002882512,0.002319942,0.0050923144,0.020475421,1.0079691,0.07290777
127,0.0,0.0,0.0,0.0,0.0029546102,0.002562468,0.0057263817,0.01925429,1.0080569,0.067893445
128,0.0,0.0,0.0,0.0,0.00309052,0.0035653969,0.0066096773,0.01906041,1.0086576,0.064607516
129,0.0,0.0,0.0,0.0,0.0061553232,0.0037925509,0.006269314,0.017656667,1.0087943,0.061835375
130,0.0,0.0,0.0,0.0,0.0073482306,0.0041875206,0.0075650136,0.03122559,1.0101193,0.057261877
131,0.0,0.0,0.0,0.0,0.007441598,0.005152272,0.007674633,0.04538017,1.0090113,0.05461045
132,0.0,0.0,0.0,0.0,0.0074331583,0.0054309256,0.007343704,0.0569585,1.0087423,0.04685813
133,0.0,0.0,0.0,0.0,0.005329022,0.0055342047,0.007481302,0.061042454,1.0089493,0.045099545
134,0.0,0.0,0.0,0.0,0.0035779078,0.004942723,0.005911091,0.05631047,1.0079693,0.048514683
135,0.0,0.0,0.0,0.0,0.0038223818,0.0038622394,0.005319613,0.048060704,1.0100251,0.048509654
136,0.0,0.0,0.0,0.0,0.0041918727,0.0034260757,0.006298588,0.041580696,1.0097526,0.05135208
137,0.0,0.0,0.0,0.0,0.0036568893,0.003543743,0.0048218947,0.046154834,1.0090755,0.049919665
138,0.0,0.0,0.0,0.0,0.003709821,0.005105937,0.0054581123,0.056616243,1.0089246,0.046875514
139,0.0,0.0,0.0,0.0,0.0044368315,0.0056428676,0.0066941604,0.06541712,1.0085444,0.041310623
140,0.0,0.0,0.0,0.0,0.0039499,0.0057833046,0.005523427,0.07057694,1.0090958,0.03531513
141,0.0,0.0,0.0,0.0,0.004761042,0.005981173,0.0068512945,0.07222017,1.0085442,0.031631574
142,0.0,0.0,0.0,0.0,0.0050734365,0.0058616223,0.007517489,0.06773753,1.0096391,0.029531913
143,0.0,0.0,0.0,0.0,0.004464244,0.005345038,0.0066954326,0.058532696,1.0094247,0.034159612
144,0.0,0.0,0.0,0.0,0.0044841794,0.004606684,0.006515887,0.04539085,1.0092176,0.044949807
145,0.0,0.0,0.0,0.0,0.003542212,0.0038073896,0.0049312958,0.02903226,1.01006,0.053350266
146,0.0,0.0,0.0,0.0,0.0027439261,0.0015758434,0.002877673,0.014624863,1.0091559,0.059420656
147,0.0,0.0,0.0,0.0,0.0018665445,0.0012244119,0.001629388,0.008666781,1.0090224,0.06316912
148,0.0,0.0,0.0,0.0,0.00084286986,0.0010339612,0.0013216913,0.008149632,1.0092511,0.062470004
149,0.0,0.0,0.0,0.0,0.00068175385,0.0010800405,0.0012893785,0.008204874,1.0088419,0.06209395
150,0.0,0.0,0.0,0.0,0.00064598373,0.0009905322,0.0011264244,0.0079478845,1.0088624,0.061543483
151,0.0,0.0,0.0,0.0,0.0005979637,0.0009784965,0.0011668787,0.007943698,1.0090368,0.06086707
152,0.0,0.0,0.0,0.0,0.0009213569,0.000935135,0.001327405,0.008421988,1.0089787,0.060718693
153,0.0,0.0,0.0,0.0,0.0011177023,0.00093633204,0.0014275291,0.009151662,1.0088472,0.0606395
154,0.0,0.0,0.0,0.0,0.0011628792,0.00095944374,0.0013519799,0.009767645,1.0090058,0.060062066
155,0.0,0.0,0.0,0.0,0.0011381271,0.00090353267,0.0013195558,0.01010877,1.0089915,0.059186343
156,0.0,0.0,0.0,0.0,0.0008954257,0.0008559843,0.0011021725,0.010372764,1.00912,0.057979904
157,0.0,0.0,0.0,0.0,0.0006280099,0.0007227947,0.0009876263,0.010672932,1.009341,0.056499902
158,0.0,0.0,0.0,0.0,0.00059521984,0.0007044942,0.0010224765,0.010461186,1.0092224,0.0558897
159,0.0,0.0,0.0,0.0,0.0005662284,0.00069634686,0.0009366147,0.010428375,1.0093446,0.055641655
160,0.0,0.0,0.0,0.0,0.0005677925,0.00075397716,0.0011641765,0.010347485,1.009398,0.055537045
161,0.0,0.0,0.0,0.0,0.00058678264,0.000748944,0.0012091353,0.010019786,1.0092529,0.055492576
162,0.0,0.0,0.0,0.0,0.00052474125,0.0007516071,0.0012234778,0.01019027,1.009372,0.055081874
163,0.0,0.0,0.0,0.0,0.000585802,0.0007654601,0.0013793036,0.0103651555,1.009386,0.05485106
164,0.0,0.0,0.0,0.0,0.00091764575,0.00068225054,0.0011924155,0.011321428,1.0089815,0.054986134
165,0.0,0.0,0.0,0.0,0.00096319366,0.0007205627,0.0010445474,0.012257924,1.0092474,0.05543983
166,0.0,0.0,0.0,0.0,0.0010219788,0.00076329947,0.0010359178,0.01288471,1.0091108,0.055684485
167,0.0,0.0,0.0,0.0,0.0010551995,0.00087268575,0.001167384,0.013686618,1.0089871,0.05543515
168,0.0,0.0,0.0,0.0,0.0008674994,0.0010022479,0.0013521869,0.014045558,1.0093697,0.0554535
169,0.0,0.0,0.0,0.0,0.0008073962,0.00097649894,0.0013608211,0.014127379,1.0092812,0.054736782
170,0.0,0.0,0.0,0.0,0.0006831201,0.000883403,0.0012584041,0.013130088,0.9183738,0.049527045
171,0.0,0.0,0.0,0.0,0.0004942162,0.0006960503,0.00085032964,0.011034887,0.76727974,0.04161469
172,0.5439421,0.47232097,0.63038135,0.32160276,0.029476987,0.01002001,0.015260301,0.040022988,0.6960468,0.18331648
173,0.5578255,0.6878133,0.66904175,0.40249518,0.03070268,0.01108978,0.016068894,0.043964773,0.8499636,0.22407414
174,0.6049876,0.84207594,0.7469786,0.42023245,0.03439211,0.012284444,0.019620646,0.05209478,0.98165536,0.25558975
175,0.58780956,0.87929523,0.6258928,0.44678834,0.025208935,0.010557643,0.01759726,0.043648817,0.9819556,0.24555485
176,0.4479196,0.97494274,0.6342619,0.40649474,0.024315415,0.011111992,0.017879542,0.047708876,0.98257655,0.24338295
177,0.5916101,0.8943525,0.72402644,0.34208053,0.026521692,0.013632847,0.024685703,0.0678498,0.98282754,0.24729988
178,0.6854034,0.81651413,0.6980037,0.34022528,0.040733855,0.017591694,0.027277274,0.07298058,0.9869286,0.24799822
179,0.7074089,0.7810068,0.74608153,0.25712484,0.04300518,0.018175563,0.027106347,0.078907266,0.981847,0.2504462
180,0.72393996,0.74874157,0.7281107,0.19455127,0.04619751,0.018908618,0.027466763,0.08029506,0.9842617,0.24834095
181,0.718012,0.77587163,0.74063367,0.24854773,0.044764597,0.01688792,0.022127407,0.06426008,0.9871474,0.23068072
182,0.6805986,0.82616824,0.7186621,0.31831613,0.030206744,0.012166299,0.016644403,0.05927053,0.9865536,0.2125813
183,0.6349472,0.8673079,0.6907839,0.4750858,0.030578934,0.010075004,0.014645835,0.053212192,0.9955035,0.19421549
184,0.6216793,0.8834286,0.54800165,0.48756492,0.028213814,0.008287157,0.0120510515,0.047107305,0.9961152,0.17989925
185,0.6055034,0.889956,0.46482965,0.47179815,0.028987497,0.00917498,0.011251616,0.04919002,0.9988594,0.16946667
186,0.60972154,0.8763703,0.49429747,0.41378284,0.034434844,0.013767513,0.014188753,0.05249138,0.9987849,0.17288457
187,0.69524306,0.8292249,0.6013644,0.28421608,0.036590282,0.015036037,0.015987694,0.060540896,0.9971776,0.17772658
188,0.76841515,0.78645223,0.6607897,0.25978222,0.03572625,0.0154746715,0.01755939,0.068028525,0.9989039,0.1748546
189,0.8194786,0.74186605,0.70343393,0.313969,0.039108265,0.015297515,0.018962923,0.07115911,1.0027726,0.16980796
190,0.8603832,0.6915701,0.69112587,0.32343277,0.040197358,0.012410854,0.020087956,0.07405482,1.00583,0.16142112
191,0.85447556,0.6772978,0.61371785,0.28733584,0.040974483,0.01253291,0.022486849,0.078554034,1.0084716,0.16138212
192,0.824327,0.67995864,0.5274147,0.31200567,0.042456638,0.012657827,0.023114925,0.08464351,1.0085907,0.17056002
193,0.8041774,0.67946357,0.5484436,0.27271345,0.041456435,0.012292675,0.023921814,0.08683239,1.0020909,0.18232055
194,0.7599538,0.7371116,0.6136189,0.26958764,0.0361389,0.011874043,0.021309676,0.07955147,0.9985226,0.19025075
195,0.76639205,0.736236,0.6296242,0.2496772,0.029109247,0.010400971,0.018197905,0.06786534,0.99352527,0.1977532
196,0.7157489,0.798245,0.773473,0.20577051,0.0235496,0.008728936,0.015876878,0.050231874,0.9910141,0.19428955
197,0.6632417,0.845528,0.71530646,0.19681773,0.025636,0.010438192,0.013484656,0.045740206,0.99264854,0.19833913
198,0.6699325,0.8175328,0.72471774,0.19055049,0.0267854,0.010795903,0.012654954,0.049628828,0.9921813,0.20559049
199,0.68581766,0.7931573,0.8354713,0.20404059,0.034557704,0.0114164315,0.016077556,0.05494566,0.989576,0.20768422
200,0.74952877,0.71595186,0.7925975,0.2930075,0.03878811,0.013005484,0.022922887,0.060864486,0.9871145,0.21858554
201,0.7710824,0.6714158,0.76695776,0.32746184,0.06383331,0.015156634,0.029731303,0.06526081,0.99418694,0.22312698
202,0.759812,0.7050331,0.69428545,0.37494496,0.077507794,0.026540894,0.03717982,0.072191894,0.9993531,0.23384224
203,0.740962,0.74303865,0.48388293,0.36195174,0.08271237,0.030997047,0.04151862,0.083225526,0.99474573,0.28677303
204,0.7617227,0.7397496,0.3099849,0.31884646,0.104137704,0.03229193,0.047820263,0.09459015,1.0033197,0.29383308
205,0.73072547,0.79079145,0.30343062,0.3258205,0.098632835,0.03228005,0.048821855,0.101139076,1.0158774,0.28718057
206,0.74197346,0.7799401,0.2816304,0.29724783,0.0941919,0.026854806,0.046598498,0.10815363,1.0126436,0.27423912
207,0.74932295,0.7584389,0.29902846,0.39119202,0.0946796,0.030590147,0.05456759,0.1074953,1.0221303,0.2012316
208,0.71537954,0.7794888,0.37109962,0.41470206,0.06807954,0.029174304,0.047055703,0.097236924,1.0234767,0.16156965
209,0.7225619,0.78469676,0.32422888,0.48969668,0.060951903,0.03067177,0.046909872,0.089304395,1.0015367,0.1631679
210,0.6848849,0.8161768,0.31154078,0.58408976,0.057350602,0.028597059,0.045742474,0.07617933,1.0023329,0.16854231
211,0.670444,0.8117954,0.36437872,0.6988262,0.043361146,0.018672131,0.029865162,0.060451016,0.99564815,0.20471019
212,0.58031756,0.87262315,0.36823046,0.71030617,0.04465668,0.018202933,0.028684746,0.061112404,0.98297256,0.23440193
213,0.5844295,0.8535517,0.34701565,0.626702,0.037384335,0.022222571,0.022507826,0.068369575,0.98687005,0.23957056
214,0.59377235,0.84098905,0.336633,0.5743537,0.031526312,0.023299342,0.026514197,0.06808941,0.9862376,0.23167033
215,0.523567,0.8860709,0.2605483,0.34592038,0.041849166,0.026474312,0.03178738,0.07423517,0.9907068,0.21701176
216,0.5948122,0.8408353,0.30043837,0.33879873,0.045581985,0.027395383,0.03369682,0.08720187,0.99555266,0.20597099
217,0.6259346,0.7659429,0.3579966,0.34330472,0.045126487,0.021986188,0.0336518,0.089655876,0.99170345,0.20309559
218,0.7176788,0.707569,0.5531584,0.34165177,0.043574132,0.02210202,0.029134551,0.099154264,0.98926884,0.21605502
219,0.71762943,0.7253223,0.62560695,0.5550555,0.036711495,0.020414717,0.023564499,0.10298273,0.98642355,0.22020917
220,0.758782,0.7012408,0.6095527,0.56393,0.037916124,0.020528128,0.02378611,0.09677963,0.9903962,0.208368
221,0.7199702,0.80530655,0.57001543,0.55621046,0.036485653,0.019222165,0.024156392,0.086959414,0.9964653,0.19579613
222,0.62999797,0.85911065,0.38752112,0.5519126,0.036488578,0.018214054,0.024791878,0.07425223,0.99757934,0.18167967
223,0.60181385,0.8720367,0.25956425,0.33738005,0.03822217,0.016245458,0.024194706,0.06294614,1.0049326,0.15171754
224,0.5206313,0.91661036,0.20500195,0.43745643,0.040232517,0.023243409,0.023383707,0.059835713,1.0054936,0.15448686
225,0.46022883,0.94212794,0.21037124,0.48337623,0.041310582,0.02396431,0.025363015,0.05804409,1.005035,0.15998812
226,0.44696474,0.9672619,0.4268678,0.48766854,0.043979507,0.025139757,0.024691021,0.06599151,1.0062544,0.16174649
227,0.5215052,0.95239776,0.5469511,0.49759755,0.043825608,0.024610473,0.027539263,0.0816871,1.0080049,0.16819078
