,Left Stick X RMS,LeftStickY RMS,Right Stick X RMS,Right Stick Y RMS,Gyroscope X RMS,Gyroscope Y RMS,Gyroscope Z RMS,Accelerometer X RMS,Accelerometer Y RMS,Accelerometer Z RMS
228,0.581858,0.9148757,0.6621088,0.34423947,0.040469717,0.015924769,0.027553689,0.089506544,1.0038934,0.17052503
229,0.5685236,0.9219358,0.7674957,0.33949062,0.039638095,0.015648045,0.022269217,0.09670145,1.0006751,0.17389077
230,0.58536345,0.89647675,0.72227484,0.2940921,0.03918339,0.014631649,0.022389526,0.09920929,0.99946815,0.18161666
231,0.602347,0.86619014,0.7479995,0.29082856,0.034057353,0.016038092,0.01856654,0.09479954,0.9906148,0.19925897
232,0.62258846,0.85846597,0.7780007,0.31947526,0.029047862,0.01691211,0.016483735,0.08983609,0.9855361,0.21976896
233,0.7430843,0.7889623,0.8003069,0.28380227,0.027481874,0.015738169,0.017303413,0.09470811,0.9810628,0.23364405
234,0.7594151,0.71707374,0.85341734,0.2568767,0.02140972,0.015032078,0.018540317,0.09911243,0.97977906,0.23236845
235,0.78597426,0.70317924,0.8873791,0.300634,0.02843482,0.015966514,0.019195726,0.10541281,0.98423034,0.21762455
236,0.77881026,0.72828364,0.8217505,0.30408508,0.029317537,0.016273892,0.019633545,0.113372944,0.99047726,0.1860697
237,0.71980727,0.7473273,0.6980302,0.2765118,0.031169752,0.017361255,0.020714747,0.13129629,0.9943808,0.15879878
238,0.6848944,0.71695036,0.5640718,0.25310948,0.03182266,0.01889151,0.017973408,0.14578086,0.9943583,0.15848337
239,0.64916384,0.6603689,0.3523633,0.17370181,0.032829516,0.02033922,0.016421122,0.15157467,0.99513155,0.16697942
240,0.66940516,0.65530336,0.2648409,0.22139071,0.03114132,0.019876307,0.015313269,0.1493013,0.99451274,0.17136495
241,0.6599114,0.69758123,0.403889,0.34071025,0.029081933,0.019199135,0.013760703,0.13737659,0.99713755,0.16823812
242,0.687972,0.77479625,0.5504294,0.3789694,0.033558365,0.01790851,0.013766414,0.13237254,0.99653304,0.152727
243,0.69432175,0.8481941,0.70641994,0.39122108,0.027627327,0.013616452,0.013381634,0.13134791,0.99421585,0.14211482
244,0.7386555,0.7709912,0.7798963,0.36558068,0.02776067,0.012617804,0.013324726,0.1357054,0.99260527,0.14532463
245,0.769263,0.75851864,0.78701615,0.34998643,0.027124546,0.011356399,0.01204245,0.13697939,0.99004334,0.14494208
246,0.746712,0.8139251,0.6947014,0.33852386,0.017665956,0.0061756126,0.010899249,0.13260062,0.9922609,0.1397744
247,0.6942447,0.8465218,0.5212804,0.46432236,0.02199172,0.0070281606,0.011519588,0.13585521,0.9911167,0.1347775
248,0.55943954,0.9574934,0.35705793,0.52346236,0.024582239,0.0098640835,0.012899254,0.14863075,0.99254876,0.13581666
249,0.5202727,0.9628865,0.15280552,0.4677285,0.028381623,0.011786591,0.016401438,0.15944749,0.99033004,0.16551572
250,0.5840397,0.93493944,0.3497913,0.4954188,0.030781899,0.012898947,0.017518474,0.16944611,0.98225564,0.20047481
251,0.66087997,0.90800637,0.33811486,0.36548737,0.029122638,0.012555481,0.017477265,0.17303413,0.9795401,0.22174044
252,0.69443536,0.87395096,0.3196312,0.22080791,0.028945575,0.010967463,0.017754696,0.17473169,0.9741972,0.23863548
253,0.7364738,0.8515395,0.31950507,0.21579856,0.027748166,0.011659239,0.0152098285,0.178468,0.97103053,0.23887767
254,0.7245831,0.84247535,0.11470887,0.27806598,0.024741132,0.010378421,0.01339676,0.17690332,0.9742192,0.22568722
255,0.6978278,0.83677477,0.13533305,0.29164264,0.023539638,0.0114210555,0.012988098,0.17818952,0.973581,0.22284295
256,0.65440863,0.749395,0.19189256,0.3184531,0.019577576,0.011004834,0.010437071,0.15737456,0.8806957,0.19863829
257,0.53004116,0.6233669,0.19189256,0.3184531,0.014232693,0.0076002115,0.008525375,0.12619774,0.7347797,0.16283391
258,0.25502333,0.55781204,0.23201859,0.25712258,0.017158376,0.0047489246,0.005409589,0.04551346,0.713129,0.043868307
259,0.3704977,0.717547,0.5405181,0.37830415,0.017472392,0.0048897024,0.0058930377,0.05184805,0.87401456,0.045386072
260,0.62200046,0.73880404,0.5779845,0.53893447,0.021832857,0.00506959,0.0068341214,0.059622653,1.0089343,0.047034837
261,0.758191,0.69122344,0.6147225,0.61124045,0.017016076,0.0030655032,0.0072037163,0.060174227,1.0065902,0.035577804
262,0.7598863,0.76220834,0.6405211,0.62545586,0.019302651,0.004702027,0.0076940786,0.059412166,1.0092192,0.040841654
263,0.7577641,0.78352773,0.49093455,0.62227434,0.019502563,0.0046664835,0.0078746835,0.061402928,1.0080422,0.0514509
264,0.62778175,0.84718305,0.45714238,0.49461058,0.018737331,0.00897876,0.011830091,0.070619024,1.0079628,0.074607335
265,0.6276731,0.837244,0.52072763,0.4225563,0.018442448,0.009054903,0.011683953,0.07895845,1.0067397,0.09150274
266,0.7045834,0.6977933,0.46659148,0.31122854,0.024379984,0.012108086,0.015775641,0.087154604,1.0103182,0.11019417
267,0.70851797,0.5749774,0.38554204,0.18040991,0.030761287,0.020984398,0.037103374,0.09014505,1.0040294,0.13467132
268,0.7384001,0.59971505,0.40220743,0.32499307,0.030187806,0.020595724,0.03624047,0.084565274,1.0061897,0.1368344
269,0.7113878,0.62156236,0.23722388,0.46669167,0.03253667,0.023161937,0.03703174,0.07603428,1.0077435,0.13738656
270,0.64915884,0.7536462,0.30519906,0.5235012,0.026601335,0.021382585,0.035844862,0.066236556,1.0020565,0.13215297
271,0.6197983,0.7826416,0.31105945,0.51837754,0.020314567,0.013110079,0.01281647,0.060300082,1.0086875,0.114213355
272,0.53867763,0.78430957,0.2933916,0.5601937,0.018229146,0.011399392,0.012109763,0.05771251,1.0043633,0.11743554
273,0.42288357,0.7635619,0.42980334,0.43335393,0.014875389,0.0057843807,0.008924536,0.057083853,1.0030925,0.1239507
274,0.43202016,0.69338053,0.34869072,0.4075753,0.01566442,0.0057214233,0.006656509,0.058006365,0.99991906,0.1355399
275,0.42870027,0.75032103,0.48541868,0.40433633,0.020166919,0.0067332746,0.007374435,0.066596426,0.9956515,0.15975899
276,0.620902,0.68963116,0.68519324,0.24539307,0.019713433,0.006702733,0.0073944847,0.066859744,0.99210495,0.18280683
277,0.6526847,0.78180575,0.6168834,0.24137124,0.017738095,0.0052202563,0.007111228,0.065962,0.9886579,0.19453584
278,0.73109555,0.7806501,0.7467414,0.164837,0.019785773,0.005259815,0.007291282,0.065201834,0.98961633,0.19739383
279,0.818942,0.7147659,0.6800764,0.17888062,0.021673342,0.0031406598,0.007492301,0.059769228,0.9914085,0.18653823
280,0.8032262,0.71992224,0.5442458,0.12923273,0.021640463,0.0029650505,0.007770981,0.061894406,0.9937398,0.16826834
281,0.74614406,0.7473069,0.67554766,0.270245,0.023813723,0.004743062,0.009091404,0.0663477,0.997932,0.15094586
282,0.71544474,0.78421587,0.6624558,0.41080955,0.024143381,0.0051237564,0.009555314,0.06752458,1.0000604,0.12929377
283,0.6633336,0.8149087,0.7150375,0.4050077,0.021247674,0.005788547,0.009367152,0.06565488,1.0027314,0.10925673
284,0.5092828,0.80832857,0.6570089,0.4002666,0.02305165,0.0066176006,0.008874278,0.062218033,1.0068084,0.085694596
285,0.48934984,0.71455586,0.5098081,0.32016355,0.021789424,0.0060913335,0.0075974995,0.057260208,1.0076884,0.06402285
286,0.38750905,0.6219767,0.30870652,0.038662765,0.019532477,0.0077121,0.008177302,0.056965124,1.0093306,0.054936673
287,0.22964065,0.52726454,0.01783989,0.025539307,0.016530806,0.007355339,0.007443398,0.058281664,1.0094172,0.05100248
288,0.29771325,0.65257925,0.41312766,0.115863994,0.01671159,0.007317363,0.0079621,0.05996141,1.0084225,0.046359606
289,0.3725019,0.7541528,0.51985085,0.19163333,0.01564071,0.006939498,0.007690399,0.0599783,1.0084093,0.049242314
290,0.48147768,0.8415161,0.5859566,0.2779207,0.015162111,0.00472248,0.0056178663,0.0583202,1.0077153,0.04957294
291,0.55136836,0.8824097,0.6143365,0.35270768,0.015188487,0.0050631906,0.005530048,0.05656872,1.0091804,0.050299056
292,0.5520667,0.8521821,0.4627198,0.48954242,0.015992822,0.0049481187,0.005072747,0.06111238,1.0076221,0.0563663
293,0.5515913,0.82877326,0.34473705,0.50251776,0.020199027,0.0061733923,0.008136251,0.06424195,1.0073496,0.06893064
294,0.5195132,0.81457,0.37514374,0.46942076,0.02380908,0.0076610656,0.010779686,0.06708204,1.006195,0.08249301
295,0.56228703,0.84845054,0.37727168,0.4179887,0.025851363,0.007626878,0.011965438,0.066731475,1.0061367,0.087919004
296,0.5959373,0.8559278,0.5751808,0.25780103,0.025001137,0.00985705,0.013473759,0.069862805,1.0035022,0.10358402
297,0.63482153,0.85484606,0.61327535,0.17814037,0.023326833,0.009756475,0.014012512,0.06840455,1.0029931,0.10588326
298,0.67732096,0.8279372,0.7287779,0.1645429,0.01920945,0.008711765,0.012679625,0.06568065,1.0033042,0.105259486
299,0.69911844,0.81181526,0.7545098,0.1692407,0.017217504,0.00913976,0.012546145,0.06913752,0.999738,0.1181857
300,0.7467191,0.7691645,0.73187375,0.11525847,0.016998447,0.006233763,0.011280724,0.07176534,0.9998056,0.13148576
301,0.76824963,0.7312629,0.76746756,0.11851427,0.015562887,0.0053458065,0.008914517,0.08151679,0.996061,0.15217319
302,0.7344746,0.7624959,0.64142656,0.105740294,0.01560809,0.0054609603,0.008918656,0.08788489,0.99102664,0.17389749
303,0.6654302,0.80611897,0.66627926,0.114981435,0.026402244,0.0055525103,0.008855944,0.089566864,0.9907416,0.18035063
304,0.5942036,0.8737125,0.7154894,0.12928678,0.025280952,0.005391207,0.0082011875,0.08189066,0.9929815,0.1693374
305,0.5310324,0.9185121,0.75068456,0.15099101,0.027858617,0.005658479,0.008013672,0.07247667,0.994777,0.15575473
306,0.54833835,0.9248483,0.8566683,0.16004033,0.027665446,0.005432715,0.007917504,0.07134844,0.99735314,0.14633985
307,0.619004,0.89005876,0.80227333,0.14757843,0.022045981,0.005692759,0.009769194,0.078171134,0.9956579,0.14568064
308,0.68940717,0.810102,0.7065179,0.117227145,0.022521786,0.005930886,0.010482018,0.08534355,0.99436027,0.15315263
309,0.7365694,0.7531005,0.5869916,0.07308747,0.018864,0.005712089,0.010586994,0.09466093,0.9930645,0.16089343
310,0.69982624,0.73608613,0.33253744,0.13685748,0.05992802,0.008060828,0.017224407,0.1006405,0.99551207,0.16610402
311,0.6469663,0.68118227,0.3073859,0.13203874,0.0761243,0.02226573,0.028948216,0.097748496,0.98605525,0.18558961
312,0.66897833,0.6627046,0.23308659,0.20188728,0.077188864,0.025068598,0.03507752,0.095169544,1.0063202,0.17592824
313,0.63120985,0.728669,0.4862508,0.22527993,0.077444665,0.025045749,0.0350522,0.086079754,1.0093867,0.15805577
314,0.6917186,0.7287826,0.6012985,0.1955691,0.05476088,0.02546102,0.033088952,0.0815314,1.0106906,0.13892803
315,0.76173055,0.7650648,0.7343214,0.21896453,0.022934994,0.014106891,0.022233387,0.07646029,1.0237657,0.081375696
316,0.75680083,0.78231907,0.84233403,0.19938672,0.0257026,0.008947143,0.010708913,0.08671739,1.0068581,0.08077541
317,0.7566585,0.760247,0.7976972,0.1919541,0.027335515,0.009192677,0.0107262805,0.09382629,1.0037743,0.09900041
318,0.7345923,0.7365048,0.7111178,0.18862942,0.025362026,0.007205162,0.007874906,0.095265575,1.0015421,0.120332405
319,0.6968744,0.7418019,0.57359487,0.17640278,0.029192781,0.00829661,0.009847438,0.104305364,0.9986961,0.13723728
320,0.67183685,0.7778735,0.56115174,0.22611132,0.023288967,0.0071644457,0.008591081,0.10214382,0.99603325,0.14558853
321,0.6765356,0.78372437,0.5880444,0.36085954,0.021307137,0.0070246975,0.008343185,0.10098422,0.997729,0.14444023
322,0.65587276,0.72360736,0.75111127,0.4255899,0.020309983,0.0053676604,0.00827494,0.09966071,0.9980581,0.12301352
323,0.6802477,0.7444212,0.85186255,0.45154372,0.015165489,0.0038291449,0.005943421,0.09612884,0.9990461,0.10723026
324,0.64789414,0.75028175,0.79976267,0.5288033,0.020059288,0.0042496994,0.0075682984,0.09694215,1.0012782,0.10108852
325,0.66982764,0.7503548,0.8157329,0.48716542,0.018987212,0.003973763,0.0075605684,0.09984023,1.0006019,0.109033465
326,0.69962656,0.8409467,0.72924626,0.4548187,0.017017974,0.0048017493,0.007767317,0.103110805,0.99890935,0.121642575
327,0.71014917,0.818987,0.72867346,0.4382675,0.016573055,0.0048530027,0.0077046156,0.10636363,0.99688214,0.13656211
328,0.71024597,0.8363383,0.677686,0.34628087,0.018615099,0.0058475332,0.007873363,0.106078826,0.99610823,0.14013998
329,0.70092785,0.8156539,0.6022438,0.31095365,0.018667651,0.005676489,0.00801788,0.10725261,0.99462944,0.14425477
330,0.665977,0.8358128,0.5243652,0.3403048,0.020696975,0.0062108226,0.007906752,0.10787075,0.99505824,0.14566578
331,0.5507529,0.90202206,0.47418576,0.39233398,0.02099395,0.0059947823,0.008463514,0.11102031,0.99341106,0.15717056
332,0.50122267,0.9306692,0.48828438,0.44516605,0.017225156,0.004704649,0.0070880936,0.11283188,0.99122655,0.1648108
333,0.55088496,0.91870856,0.5705054,0.48949605,0.0187255,0.005041364,0.007739973,0.11026512,0.98980856,0.17436506
334,0.59710217,0.89172024,0.7077385,0.45126593,0.018697627,0.004494667,0.008943141,0.11177424,0.9871129,0.18861592
335,0.7520787,0.780123,0.711772,0.3945716,0.018574549,0.0045656483,0.008680086,0.10649769,0.986969,0.19033732
336,0.8104879,0.74755174,0.7830258,0.27048928,0.015467365,0.0045200675,0.008220462,0.10302964,0.985976,0.19258319
337,0.79064244,0.7795695,0.8226365,0.2183988,0.013903232,0.004370782,0.007395477,0.1025962,0.9883815,0.1829763
338,0.7263806,0.8376715,0.8422269,0.2485367,0.012371195,0.0030310953,0.00571912,0.09888916,0.9888105,0.17439947
339,0.6131452,0.92871755,0.80922246,0.24571341,0.013937219,0.003747215,0.0068384325,0.09855402,0.9927955,0.15481576
340,0.65910655,0.877922,0.725211,0.24649209,0.03234773,0.015873058,0.014388103,0.10767522,0.9972455,0.15469429
341,0.7218553,0.8177364,0.6594019,0.16778576,0.032451972,0.015953036,0.014439068,0.10599505,1.0002168,0.13490415
342,0.7112228,0.7013949,0.47750753,0.085122496,0.03119855,0.015921736,0.014110244,0.096270286,0.90988714,0.10551091
343,0.65498596,0.5194346,0.40650043,0.07251485,0.030046426,0.015665095,0.013084746,0.08312935,0.75994223,0.09078569
