Timestamp, Left Stick X, Left Stick Y, Right Stick X, Right Stick Y, D-Pad Up, D-Pad Right,D-Pad Down, D-Pad Left, Button North, Button East, Button South, Button West, L1, R1, L2, R2, L3, R3,Gyroscope X, Gyroscope Y, Gyroscope Z, Accelerometer X, Accelerometer Y, Accelerometer Z,Touch 1, Touch 2, Touch 1 Pos X, Touch 1 Pos Y, Touch 2 Pos X, Touch 2 Pos Y
0,0.8818683,0.7062927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07885742,-1.084351,-0.1512451,0,0,0,0,0,0
0.003333333,0.8656361,0.7220283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1048584,-1.070068,-0.1663818,0,0,0,0,0,0
0.006666667,0.8345971,0.7707045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01149474,0.04572906,0.009995421,-0.07861328,-0.8842773,-0.09277344,0,0,0,0,0,0
0.01,0.7707045,0.8345971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001749341,0.02898908,-0.0254904,-0.02124023,-0.9102783,-0.1622314,0,0,0,0,0,0
0.01333333,0.7707045,0.8345971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02124023,-0.9102783,-0.1622314,0,0,0,0,0,0
0.01666667,0.7554604,0.8593862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05505371,-0.9102783,-0.1838379,0,0,0,0,0,0
0.02,0.7232483,0.8830822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07263184,-0.9350586,-0.2188721,0,0,0,0,0,0
0.02333334,0.6905887,0.8981643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07446289,-0.947876,-0.2409668,0,0,0,0,0,0
0.02666667,0.6676687,0.9315377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07055664,-0.9534912,-0.2320557,0,0,0,0,0,0
0.03,0.6352481,0.9468793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06860352,-0.9527588,-0.2180176,0,0,0,0,0,0
0.03333334,0.5957312,0.979558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07336426,-0.9488525,-0.180542,0,0,0,0,0,0
