Timestamp, Left Stick X, LeftStickY, Right Stick X, Right Stick Y, D-Pad Up, D-Pad Right,D-Pad Down, D-Pad Left, Button North, Button East, Button South, Button West, L1, R1, L2, R2, L3, R3,Gyroscope X, Gyroscope Y, Gyroscope Z, Accelerometer X, Accelerometer Y, Accelerometer Z,Touch 1, Touch 2, Touch 1 Pos X, Touch 1 Pos Y, Touch 2 Pos X, Touch 2 Pos Y
0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003786899,-0.0009803359,0.002864182,-0.04455566,-1.026001,-0.1374512,0,0,0,0,0,0
0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003498398,-0.001499313,-0.001499313,-0.04528809,-1.026245,-0.1378174,0,0,0,0,0,0
0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007746452,-0.001999084,-0.003998169,-0.04992676,-1.018921,-0.1434326,0,0,0,0,0,0
0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01624321,-0.003748426,-0.0114952,-0.04333496,-1.003296,-0.1488037,0,0,0,0,0,0
0.3399999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009899695,-0.004094424,-0.008188848,-0.03979492,-1.002197,-0.1550293,0,0,0,0,0,0
0.3499999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004824895,-0.004555742,-0.003863765,-0.04089355,-1.000854,-0.1564941,0,0,0,0,0,0
0.3599999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00207593,-0.002767907,0.0002306589,-0.04052734,-0.9941406,-0.1551514,0,0,0,0,0,0
0.3699999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001480107,-0.006977793,0.006516434,-0.03955078,-0.9937744,-0.1540527,0,0,0,0,0,0
0.3799999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008669373,-0.006977793,0.01397479,-0.0402832,-0.9962158,-0.15271,0,0,0,0,0,0
0.3899999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005747368,-0.003998169,0.008745994,-0.04052734,-1.003662,-0.1500244,0,0,0,0,0,0
0.3999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004344289,-0.007227678,0.01849214,-0.04248047,-0.9984131,-0.147583,0,0,0,0,0,0
0.4099999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003613859,-0.006266589,0.01418629,-0.04309082,-0.9957275,-0.147583,0,0,0,0,0,0
0.4199999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002902636,-0.005766777,0.008919319,-0.04321289,-0.994873,-0.1463623,0,0,0,0,0,0
0.4299999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002306792,0.001153396,-0.04101563,-0.9969482,-0.1450195,0,0,0,0,0,0
0.4399998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0009226355,-0.001153294,-0.001153294,-0.04150391,-0.9903564,-0.1472168,0,0,0,0,0,0
0.4499998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001441694,-0.001422488,-0.003613839,-0.03930664,-0.9935303,-0.1483154,0,0,0,0,0,0
0.4599998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004747825,0,-0.004747825,-0.03649902,-0.9953613,-0.1494141,0,0,0,0,0,0
0.4699998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002249153,0,-0.002998871,-0.03393555,-0.9973145,-0.1470947,0,0,0,0,0,0
0.4799998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001999247,0.0002499059,-0.002998871,-0.03674316,-0.9990234,-0.1462402,0,0,0,0,0,0
0.4899998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002499059,0.0004998118,-0.003498683,-0.0333252,-0.9979248,-0.1431885,0,0,0,0,0,0
0.4999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006727907,0.0009419232,-0.005036327,-0.03210449,-1.000122,-0.1416016,0,0,0,0,0,0
0.5099998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005555304,0.001191809,-0.005747571,-0.03198242,-1.001099,-0.1387939,0,0,0,0,0,0
0.5199998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007496566,0.0004997711,-0.003498398,-0.03503418,-0.9968262,-0.1414795,0,0,0,0,0,0
0.5299998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002748741,0.0009995422,-0.002498855,-0.03442383,-0.9980469,-0.1416016,0,0,0,0,0,0
0.5399998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01049566,0.002249092,-0.0007496566,-0.03503418,-1.005249,-0.1420898,0,0,0,0,0,0
0.5499998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00699704,0.002249031,0.002498998,-0.03674316,-1.006714,-0.1434326,0,0,0,0,0,0
0.5599998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003748446,0.001499374,0.003248634,-0.03771973,-1.000977,-0.1409912,0,0,0,0,0,0
0.5699998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001749199,0,0.001249428,-0.03662109,-0.9953613,-0.1413574,0,0,0,0,0,0
0.5799997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002402824,-0.0007304706,-0.002210659,-0.0402832,-0.9976807,-0.1442871,0,0,0,0,0,0
0.5899997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009419232,-0.0007496566,-0.007458357,-0.0390625,-0.9929199,-0.1451416,0,0,0,0,0,0
0.5999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001191809,-0.003613839,-0.01205253,-0.04150391,-0.9934082,-0.149292,0,0,0,0,0,0
0.6099997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0002306589,-0.004094241,-0.01464699,-0.03991699,-0.9926758,-0.1500244,0,0,0,0,0,0
0.6199997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001999084,-0.00224897,-0.005497482,-0.03796387,-0.9918213,-0.1494141,0,0,0,0,0,0
0.6299997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004998118,-0.002249153,-0.002499059,-0.03881836,-0.9942627,-0.1484375,0,0,0,0,0,0
0.6399997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007247271,-0.002499059,-0.0004998118,-0.03710938,-0.9925537,-0.1464844,0,0,0,0,0,0
0.6499997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01464823,-0.006958871,-0.002133793,-0.03881836,-1.001099,-0.1414795,0,0,0,0,0,0
0.6599997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00674691,-0.00449794,-0.002498855,-0.03735352,-1.003418,-0.144043,0,0,0,0,0,0
0.6699997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114952,-0.01224488,-0.008746361,-0.03527832,-1.002075,-0.1391602,0,0,0,0,0,0
0.6799996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009745923,-0.01099541,-0.007246966,-0.03625488,-1.010986,-0.1398926,0,0,0,0,0,0
0.6899996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01099541,-0.009995828,-0.003998352,-0.03393555,-1.006836,-0.1381836,0,0,0,0,0,0
0.6999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003921201,-0.004382519,-0.0004613178,-0.03381348,-1.002563,-0.142334,0,0,0,0,0,0
0.7099996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003690868,-0.003921547,0.0002306792,-0.03820801,-0.9973145,-0.1383057,0,0,0,0,0,0
0.7199996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008419488,-0.005497686,-0.0007496566,-0.03820801,-1.001953,-0.1412354,0,0,0,0,0,0
0.7299996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009361411,-0.004325083,0.0004997711,-0.03869629,-1.008301,-0.1413574,0,0,0,0,0,0
0.7399996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004747826,-0.001499313,0.001499313,-0.03857422,-1.009521,-0.1400146,0,0,0,0,0,0
0.7499996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002748741,-0.001499313,0.0009995422,-0.03918457,-1.011597,-0.1397705,0,0,0,0,0,0
0.7599996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002499059,-0.001999247,0.0004998118,-0.04077148,-1.01355,-0.1400146,0,0,0,0,0,0
0.7699996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001230282,-0.004325083,-0.0004613178,-0.03967285,-1.006104,-0.1379395,0,0,0,0,0,0
0.7799996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0006920377,-0.001614755,-0.0006920377,-0.0402832,-1.007324,-0.1367188,0,0,0,0,0,0
0.7899995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001384075,-0.001384075,-0.001153396,-0.04064941,-1.009644,-0.1367188,0,0,0,0,0,0
0.7999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002306792,-0.0006920377,-0.0002306792,-0.03845215,-1.006104,-0.1374512,0,0,0,0,0,0
0.8099995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004805444,0,0.002172063,-0.03564453,-0.9987793,-0.1397705,0,0,0,0,0,0
0.8199995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002748741,0.0002498855,0.002998627,-0.03979492,-0.9941406,-0.1446533,0,0,0,0,0,0
0.8299995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0009995626,0.0004997915,0.002249072,-0.04016113,-0.996582,-0.1414795,0,0,0,0,0,0
0.8399995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0007497177,0,0,-0.03625488,-0.9974365,-0.1431885,0,0,0,0,0,0
0.8499995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0002498855,0,-0.001249428,-0.0333252,-0.9897461,-0.1439209,0,0,0,0,0,0
